track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%,clean_track_name,clean_artist_name,youtube_title,youtube_artist,publish_date,views,likes,video_url,youtube_source,clean_title_YT
Never Really Over,919351,Katy Perry,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Capitol Records,24,24,-1,12,100.0,G#,Major,77,38,88,19,0,32,6,neverreallyover,katyperry,Katy Perry - Never Really Over (Official Video),KatyPerryVEVO,2019-05-31T03:57:41Z,158873829,2127642,https://www.youtube.com/watch?v=aEb5gNsmGJ8,KatyPerryVEVO,katyperryneverreallyoverofficialvideo
Nevertheless,50962,Night Off,spotify:track:6fG9JVdUx4Ttks3tDwQMRs,ADA Korea,143,143,-1,1,122.0,F,Major,68,30,26,81,0,11,4,nevertheless,nightoff,"[MV] 나이트오프(Night Off) - Nevertheless (알고있지만) [알고있지만,(Nevertheless,) OST Part.2]",DOM 덤스튜디오,2021-06-27T05:00:02Z,2587875,30382,https://www.youtube.com/watch?v=9-sXWXpWT_w,DOM 덤스튜디오,mvnightoffneverthelessneverthelessostpart2
New Genesis,191052,Ado,spotify:track:28MATCYDctW5EiBa2repxb,Universal Music LLC,122,122,-1,2,175.0,G,Major,49,45,99,5,0,41,25,newgenesis,ado,Ado - New Genesis (UTA from ONE PIECE FILM RED),Crunchyroll,2022-10-31T19:00:03Z,9904838,114712,https://www.youtube.com/watch?v=6lnnPnr_0SU,Crunchyroll,adonewgenesisutafromonepiecefilmred
New Jeans,3407100,NewJeans,spotify:track:6rdkCkjk6D12xRpdMXy0I2,ADOR,18,18,-1,12,134.0,E,Minor,81,53,72,51,0,12,5,newjeans,newjeans,NewJeans (뉴진스) 'ASAP' Official MV,HYBE LABELS,2023-07-25T15:00:02Z,31028404,936062,https://www.youtube.com/watch?v=dJdqn5v4Dkw,HYBE LABELS,newjeansasapofficialmv
New Light,24895,John Mayer,spotify:track:40FLJc17FMZaPmCQEEZgB0,Columbia,28,184,-1,12,124.0,G,Major,83,85,69,32,3,7,3,newlight,johnmayer,John Mayer - New Light (Premium Content!),John Mayer,2018-05-24T13:42:02Z,117212241,1045372,https://www.youtube.com/watch?v=mQ055hHdxbE,John Mayer,johnmayernewlightpremiumcontent
New Normal,47299,Khalid,spotify:track:2CIYemjFXdmCWpJnfbtrD6,"Right Hand Music Group, LLC/RCA Records",150,150,-1,1,92.0,C,Major,39,24,53,8,0,18,7,newnormal,khalid,Khalid - New Normal (Official Video),KhalidVEVO,2021-07-21T17:00:11Z,14537419,151242,https://www.youtube.com/watch?v=KnULIl5GvkQ,KhalidVEVO,khalidnewnormalofficialvideo
New Rules,166324,Dua Lipa,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,Warner Records,5,128,128,77,116.0,A,Minor,76,61,70,0,0,15,7,newrules,dualipa,Dua Lipa - New Rules (Official Music Video),Dua Lipa,2017-07-07T09:00:05Z,3108135146,17912067,https://www.youtube.com/watch?v=k2qgadSvNyU,Dua Lipa,dualipanewrulesofficialmusicvideo
New Woman (feat. ROSALÍA),56948799,"LISA, ROSALÍA",spotify:track:7ov3TDp5D00Rnu5R1viX4w,Lloud Co./RCA Records,1,1,-1,21,141.0,G,Major,48,31,85,9,0,6,28,newwomanfeatrosala,lisarosala,LISA - NEW WOMAN feat. Rosalía (Official Music Video),LLOUD Official,2024-08-16T00:00:08Z,133917664,3244939,https://www.youtube.com/watch?v=UxXY_hR_wzo,LLOUD Official,lisanewwomanfeatrosalaofficialmusicvideo
New Year's Resolution,49457,Morvasu,spotify:track:3BRd3F6VSzsucBg0QLYo6c,What The Duck,171,171,-1,1,112.0,G,Major,70,19,54,55,1,55,6,newyearsresolution,morvasu,Morvasu - New Year's Resolution [Official Lyrics],Whattheduck,2020-12-23T12:00:04Z,144764,3660,https://www.youtube.com/watch?v=GXBLvE2K9L8,Whattheduck,morvasunewyearsresolutionofficiallyrics
Next Level,6305183,aespa,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,SM Entertainment,6,6,-1,50,109.0,B,Minor,82,82,85,49,0,9,17,nextlevel,aespa,aespa 에스파 'Next Level' MV,SMTOWN,2021-05-17T09:00:02Z,303850325,4021403,https://www.youtube.com/watch?v=4TWR90KJl84,SMTOWN,aespanextlevelmv
Next Love,964898,BADMIXY,spotify:track:492eKEx8TLDi1o4odvw0VF,BADMIXY,90,90,-1,5,110.0,C,Major,79,87,75,20,0,23,4,nextlove,badmixy,BADMIXY : Next Love [Official MV],เฉลิมศรี,2021-12-01T12:00:14Z,17729404,171436,https://www.youtube.com/watch?v=88YTzbefK_k,เฉลิมศรี,badmixynextloveofficialmv
Nice To Meet Ya,174263,Niall Horan,spotify:track:3cphb8kdsjElYR7r5icK3H,Capitol Records,187,187,-1,4,109.0,E,Minor,59,39,84,1,0,40,3,nicetomeetya,niallhoran,Niall Horan - Nice To Meet Ya (Official Video),NiallHoranVEVO,2019-10-04T04:00:09Z,79783077,1640907,https://www.youtube.com/watch?v=k7jeYJA9bgY,NiallHoranVEVO,niallhorannicetomeetyaofficialvideo
Night Changes,5266714,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Syco Music,61,61,-1,27,120.0,G#,Major,67,37,52,86,0,12,4,nightchanges,onedirection,One Direction - Night Changes,OneDirectionVEVO,2014-11-21T16:00:06Z,934060616,8546610,https://www.youtube.com/watch?v=syFZfO_wfMQ,OneDirectionVEVO,onedirectionnightchanges
Nightmare,143904,Halsey,spotify:track:340UVheS8z3ncW9TTUhAbc,Capitol Records,61,61,-1,3,146.0,A,Minor,61,54,62,2,0,36,8,nightmare,halsey,Halsey - Nightmare,HalseyVEVO,2019-05-17T03:58:16Z,146963453,2532742,https://www.youtube.com/watch?v=Q_dqfcvTZik,HalseyVEVO,halseynightmare
Nights Like This (feat. Ty Dolla $ign),328426,"Kehlani, Ty Dolla $ign",spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,TSNMI / Atlantic,59,59,-1,9,146.0,G#,Major,61,29,72,37,0,15,15,nightslikethisfeattydollaign,kehlanitydollaign,Kehlani - Nights Like This (feat. Ty Dolla $ign) [Official Music Video],Kehlani,2019-01-10T18:00:01Z,66403902,625552,https://www.youtube.com/watch?v=I99qCuWx1mI,Kehlani,kehlaninightslikethisfeattydollaignofficialmusicvideo
Nightwalker,66697861,TEN,spotify:track:4RiudH8RehvLLrk8uNgIdR,SM Entertainment,2,2,-1,47,128.0,G,Major,44,58,70,11,0,33,11,nightwalker,ten,TEN 텐 'Nightwalker' MV,SMTOWN,2024-02-13T09:00:41Z,9256493,272975,https://www.youtube.com/watch?v=ri6FaIavnWA,SMTOWN,tennightwalkermv
No,167982,CLC,spotify:track:3sygLAUhHsJsQ0cBk6fxRd,CUBE ENTERTAINMENT,61,61,-1,5,120.0,F#,Minor,76,69,72,1,0,12,9,no,clc,OG-ANIC x LAZYLOXY : เป็นไรไหม ? [Prod.by NINO],OG-ANIC,2018-09-12T13:48:06Z,359971769,1525858,https://www.youtube.com/watch?v=1sl1PxeU_wk,OG-ANIC,oganicxlazyloxyเป็นไรไหมprodbynino
No Doubt,1208588,ENHYPEN,spotify:track:44hqFxUWsADWewEJELnncj,BELIFT LAB,33,33,-1,3,130.0,G#,Minor,84,52,46,11,0,6,8,nodoubt,enhypen,ENHYPEN (엔하이픈) 'No Doubt' Official MV,HYBE LABELS,2024-11-11T08:56:07Z,35124589,907633,https://www.youtube.com/watch?v=rDolt3jJRsM,HYBE LABELS,enhypennodoubtofficialmv
No Manners,71273,SuperM,spotify:track:3dJecOICXVH0e9oDU6wDyN,SM Entertainment/Capitol Records,91,91,-1,1,140.0,D,Minor,67,38,63,12,0,28,6,nomanners,superm,SuperM (슈퍼엠) - 'NO MANNERS' Lyrics [Color Coded_Han_Rom_Eng],Zaty Farhani,2019-10-04T06:09:06Z,3414942,71385,https://www.youtube.com/watch?v=IRVvBymbySs,Zaty Farhani,supermnomannerslyricscolorcodedhanromeng
No Matter What I Do (feat. JE T’AIME),130268,"ALLY, JE T’AIME",spotify:track:4EqCkq0tmIUVkv3IocHdsM,411 Entertainment,92,92,-1,2,120.0,C,Major,78,49,77,21,0,8,9,nomatterwhatidofeatjetaime,allyjetaime,ALLY - 'No Matter What I Do (feat. JE T’AIME)' Performance Video [Studio Ver.],411ent,2020-08-06T11:00:12Z,5164315,70983,https://www.youtube.com/watch?v=fMNvfm1vxjM,411ent,allynomatterwhatidofeatjetaimeperformancevideostudiover
No More Dream,317316,BTS,spotify:track:6GoFIkTKX9CIGgM9APx5UB,BIGHIT MUSIC,90,90,-1,2,168.0,D,Major,44,59,86,1,0,43,47,nomoredream,bts,BTS (방탄소년단) 'No More Dream' Official MV,HYBE LABELS,2013-06-12T02:59:57Z,311976512,8510541,https://www.youtube.com/watch?v=rBG5L7UsUxA,HYBE LABELS,btsnomoredreamofficialmv
No Shame,46767,5 Seconds of Summer,spotify:track:5JSVa5i6lFPoyOzK4gj0Ox,5 Seconds Of Summer/Interscope,181,181,-1,1,91.0,G,Major,58,48,81,2,0,10,4,noshame,5secondsofsummer,5 Seconds of Summer - No Shame (Official Video),5SOSVEVO,2020-02-07T17:00:10Z,22989888,476843,https://www.youtube.com/watch?v=69glFaMhGgc,5SOSVEVO,5secondsofsummernoshameofficialvideo
No Sleep (feat. Bonn),166530,"Martin Garrix, Bonn",spotify:track:1ahVFh0ViDZr8LvkEVlq3B,Epic Amsterdam,115,115,-1,6,128.0,B,Major,44,33,64,13,0,12,3,nosleepfeatbonn,martingarrixbonn,Martin Garrix - No Sleep (feat. Bonn) [Extended Mix],More Martin Garrix,2022-07-28T10:50:58Z,4508,69,https://www.youtube.com/watch?v=BB1tH95n39k,More Martin Garrix,martingarrixnosleepfeatbonnextendedmix
No Time To Die,327585,Billie Eilish,spotify:track:73SpzrcaHk0RQPFP73vqVR,Darkroom/Interscope Records,57,57,-1,4,74.0,E,Minor,38,5,22,92,1,8,4,notimetodie,billieeilish,Billie Eilish - No Time To Die (Official Music Video),BillieEilishVEVO,2020-10-01T16:00:09Z,146211816,2761057,https://www.youtube.com/watch?v=BboMpayJomw,BillieEilishVEVO,billieeilishnotimetodieofficialmusicvideo
No Way (feat. Thaitanium),21666,"Boom Boom Cash, THAITANIUM",spotify:track:4Pb22vDH05eY0WEStvGeQs,WM/Thailand,19,161,103,10,140.0,D,Major,82,96,70,49,0,24,15,nowayfeatthaitanium,boomboomcashthaitanium,BOOM BOOM CASH - No Way (Feat. Thaitanium)【Official Music Video】,Wayfer Records,2018-10-26T11:00:39Z,13980072,90846,https://www.youtube.com/watch?v=wPNZFo-Mzbo,Wayfer Records,boomboomcashnowayfeatthaitaniumofficialmusicvideo
No Way!,37198,Bazzi,spotify:track:0yYwS7CXKIPC4kWPvZQfsT,iamcosmic,190,190,-1,1,76.0,C#,Minor,66,36,71,17,0,14,4,noway,bazzi,BOOM BOOM CASH - No Way (Feat. Thaitanium)【Official Music Video】,Wayfer Records,2018-10-26T11:00:39Z,13980072,90846,https://www.youtube.com/watch?v=wPNZFo-Mzbo,Wayfer Records,boomboomcashnowayfeatthaitaniumofficialmusicvideo
No matter,73033,EXO,spotify:track:5fumVsa0IxAEJvHHu2F2k5,SM Entertainment,94,94,-1,1,98.0,E,Minor,71,43,84,6,0,21,5,nomatter,exo,ALLY - 'No Matter What I Do (feat. JE T’AIME)' Performance Video [Studio Ver.],411ent,2020-08-06T11:00:12Z,5164315,70983,https://www.youtube.com/watch?v=fMNvfm1vxjM,411ent,allynomatterwhatidofeatjetaimeperformancevideostudiover
No.2 (with parkjiyoon),145931,"RM, parkjiyoon",spotify:track:5ky45fGKbzGYilDewlBD6Z,BIGHIT MUSIC,105,105,-1,1,94.0,E,Major,73,55,62,60,0,8,8,no2withparkjiyoon,rmparkjiyoon,RM (BTS) No.2 (with Park Ji Yoon) Lyrics (Color Coded Lyrics),Gongchae,2022-12-02T06:28:04Z,57242,2871,https://www.youtube.com/watch?v=Ouh3Ywp8jfQ,Gongchae,rmbtsno2withparkjiyoonlyricscolorcodedlyrics
Nobody Gets Me,102880,SZA,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,Top Dawg Entertainment/RCA Records,167,167,-1,1,100.0,G,Major,36,28,28,80,0,18,3,nobodygetsme,sza,SZA - Nobody Gets Me (Lyric Video),SZAVEVO,2022-12-12T23:38:22Z,41040633,178133,https://www.youtube.com/watch?v=Oxf8ULSB8yU,SZAVEVO,szanobodygetsmelyricvideo
Nobody Knows,3073694,"Stamp, Christopher Chu",spotify:track:45qZ8r4atGNjdFhhBy2Cvw,123Records,6,6,-1,22,85.0,G,Minor,70,59,32,83,0,12,3,nobodyknows,stampchristopherchu,Nobody knows - STAMP & Christopher Chu [ Official lyrics Video ],Stamp&Jeri,2021-12-30T17:00:21Z,14758318,160289,https://www.youtube.com/watch?v=VqbbrekbL3s,Stamp&Jeri,nobodyknowsstampchristopherchuofficiallyricsvideo
Nobody's Love,492476,Maroon 5,spotify:track:3kwgqoBqTwoAH4nT29TYrq,Interscope Records*,58,58,-1,5,94.0,C#,Major,48,16,57,32,0,9,4,nobodyslove,maroon5,Maroon 5 - Nobody's Love (Official Music Video),Maroon5VEVO,2020-07-24T04:00:10Z,39843108,580040,https://www.youtube.com/watch?v=7ghhRHRP6t4,Maroon5VEVO,maroon5nobodysloveofficialmusicvideo
Noir,53422,SUNMI,spotify:track:4yJ6CHGtEjUnMsZ4IMqReH,MAKEUS ENTERTAINMENT,116,116,-1,2,117.0,G#,Minor,64,26,68,0,0,9,3,noir,sunmi,[MV] SUNMI(선미) _ 누아르(Noir),1theK (원더케이),2019-03-04T09:00:00Z,32077463,980665,https://www.youtube.com/watch?v=CNeNwplE_aw,1theK (원더케이),mvsunminoir
NonStop,151739,NCT 127,spotify:track:23a4qKSwqUK70S8GnXa0Js,SM Entertainment,65,65,-1,2,150.0,C,Minor,55,64,92,9,0,6,12,nonstop,nct127,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' (Official Audio),NCT 127,2020-05-19T09:00:19Z,2064833,152669,https://www.youtube.com/watch?v=fQWh4jWoFHM,NCT 127,nct127127neozonethefinalroundnonstopofficialaudio
Nonsense,24924779,Sabrina Carpenter,spotify:track:6dgUya35uo964z7GZXM07g,Island Records,31,31,-1,104,139.0,G#,Major,74,73,70,3,0,22,3,nonsense,sabrinacarpenter,Sabrina Carpenter - Nonsense (Official Video),SabrinaCarpenterVEVO,2022-11-11T02:30:08Z,115192220,941189,https://www.youtube.com/watch?v=YcSP1ZUf1eQ,SabrinaCarpenterVEVO,sabrinacarpenternonsenseofficialvideo
Nonstop,149285,OH MY GIRL,spotify:track:5joNJn9LUvYcamWwa2iYCL,WM ENTERTAINMENT INC.,132,132,-1,3,124.0,C,Major,75,81,91,16,0,37,5,nonstop,ohmygirl,NCT 127 엔시티 127 【Neo Zone: The Final Round】 'NonStop' (Official Audio),NCT 127,2020-05-19T09:00:19Z,2064833,152669,https://www.youtube.com/watch?v=fQWh4jWoFHM,NCT 127,nct127127neozonethefinalroundnonstopofficialaudio
Not Alone,91286,NCT 127,spotify:track:5N48rfOMFf2XkHpqPoAqzW,SM Entertainment,79,79,-1,1,127.0,A,Major,76,43,57,63,0,10,3,notalone,nct127,여긴 이미 제법 겨울이야 | HOME (NOT) ALONE | 첫 번째 이야기,NCT 127,2023-12-14T11:00:12Z,2258751,111961,https://www.youtube.com/watch?v=K14CJxGQhtQ,NCT 127,homenotalone
Not Around,219901,Nova,spotify:track:1Adhz5VVDZxhojOLfQQUxa,Boom.Records,118,118,-1,4,131.0,F#,Major,50,24,70,33,0,66,11,notaround,nova,nova - not around (slowed + reverb),savro,2020-06-14T03:00:53Z,5822815,100681,https://www.youtube.com/watch?v=nf24ZFOFNvI,savro,novanotaroundslowedreverb
Not Like Us,1164918,Kendrick Lamar,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Kendrick Lamar, under exclusive license to Interscope Records",123,123,-1,5,101.0,C#,Major,90,21,47,1,0,14,8,notlikeus,kendricklamar,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04T23:00:09Z,210847957,5305503,https://www.youtube.com/watch?v=H58vbez_m4E,KendrickLamarVEVO,kendricklamarnotlikeus
Not Ok,64100,"Kygo, Chelsea Cutler",spotify:track:6aoGtdWXBkYQ2O2wnyIz2x,Kygo,138,138,-1,2,105.0,B,Minor,62,41,66,3,0,32,4,notok,kygochelseacutler,"Kygo, Chelsea Cutler - Not Ok (Official Lyric Video)",KygoOfficialVEVO,2019-05-24T04:00:00Z,85262021,582059,https://www.youtube.com/watch?v=MFdzgnMOmlw,KygoOfficialVEVO,kygochelseacutlernotokofficiallyricvideo
Not Romantic,322862,NONT TANONT,spotify:track:09whSxd83dqNcsKZvmmwko,LOVEiS Entertainment,100,100,-1,2,93.0,F,Minor,77,83,79,35,0,16,14,notromantic,nonttanont,NONT TANONT - Not Romantic [Official MV],LOVEiS+,2023-02-13T12:00:06Z,1805394,18102,https://www.youtube.com/watch?v=oO7y2JmXVLQ,LOVEiS+,nonttanontnotromanticofficialmv
Not Shy,2220926,ITZY,spotify:track:4ecVWqbtW6phQGpZMAyqIU,Republic Records - ITZY,20,20,-1,23,101.0,D,Minor,78,56,91,16,0,27,13,notshy,itzy,ITZY “Not Shy” M/V @ITZY,JYP Entertainment,2020-08-17T08:58:11Z,212122587,4181319,https://www.youtube.com/watch?v=wTowEKjDGkU,JYP Entertainment,itzynotshymvitzy
Not Yet!,108007,MILLI,spotify:track:6o7hhX1InidIA305ScK3wP,Yupp! Entertainment/88rising Music,146,146,-1,2,116.0,C#,Major,91,73,56,8,0,11,4,notyet,milli,MILLI - Not Yet! (Prod. by SPATCHIES) | YUPP!,YUPP!,2021-10-18T11:00:12Z,9290862,224222,https://www.youtube.com/watch?v=CkmDv1CrSDA,YUPP!,millinotyetprodbyspatchiesyupp
Not a Home,773470,Pardyalone,spotify:track:3ZWkJqZCGUNerhkijP3ien,BMG Rights Management (US) LLC,72,72,-1,6,125.0,B,Major,72,23,46,84,0,11,3,notahome,pardyalone,Pardyalone - not a home (feat. Smew) [Thai TikTok Lyric Video],Pardyalone,2022-10-03T19:00:06Z,30768978,225844,https://www.youtube.com/watch?v=EVOvvVJVT4s,Pardyalone,pardyalonenotahomefeatsmewthaitiktoklyricvideo
Now That We Don't Talk (Taylor's Version) (From The Vault),147258,Taylor Swift,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,182,182,-1,1,110.0,C,Major,79,7,51,19,0,9,3,nowthatwedonttalktaylorsversionfromthevault,taylorswift,Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault) (Lyric Video),TaylorSwiftVEVO,2023-10-27T04:00:36Z,17697438,204040,https://www.youtube.com/watch?v=yF4ulRTCn44,TaylorSwiftVEVO,taylorswiftnowthatwedonttalktaylorsversionfromthevaultlyricvideo
Now or Never,97395,"GOT7, Jonas Blue",spotify:track:6oygMvl93dCA3xOJqT50m5,Republic Records - JYP Entertainment,149,149,-1,2,102.0,G#,Minor,79,72,71,44,0,10,3,nowornever,got7jonasblue,Now or Never (feat. Jonas Blue),GOT7 - Topic,2019-11-20T08:27:32Z,761125,16160,https://www.youtube.com/watch?v=hndl5-HraFA,GOT7 - Topic,noworneverfeatjonasblue
Nxde,1987882,(G)I-DLE,spotify:track:6NnCWIWV740gP7DQ8kqdIE,Cube Entertainment,64,64,-1,15,136.0,E,Minor,73,65,91,4,0,48,18,nxde,gidle,(여자)아이들((G)I-DLE) - 'Nxde' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2022-10-17T09:04:23Z,338553271,3996512,https://www.youtube.com/watch?v=fCO7f0SmrDc,(G)I-DLE (여자)아이들 (Official YouTube Channel),gidlenxdeofficialmusicvideo
O.O,1881411,NMIXX,spotify:track:1m2PksrrMpIev63uPxT1V0,Republic Records - NMIXX,21,21,-1,15,200.0,B,Minor,39,30,77,4,0,6,30,oo,nmixx,POLYCAT - ดูดี | Pretty ...Good [Official MV],SMALLROOM,2018-11-05T12:55:00Z,44703900,207794,https://www.youtube.com/watch?v=Wii4DusZ6L8,SMALLROOM,polycatดูดีprettygoodofficialmv
OK Not To Be OK,175841,"Marshmello, Demi Lovato",spotify:track:0zzVTGyRrWpQu8Fr28NRAv,Joytime Collective,152,152,-1,3,103.0,C#,Minor,74,26,84,2,0,7,6,oknottobeok,marshmellodemilovato,Marshmello & Demi Lovato - OK Not To Be OK (Official Music Video),Marshmello,2020-09-10T16:00:10Z,21588556,614128,https://www.youtube.com/watch?v=wAPlzt2L7wE,Marshmello,marshmellodemilovatooknottobeokofficialmusicvideo
OK!,65113,NCT U,spotify:track:5d2mc1dOSOLw25fJ7WH5fl,SM Entertainment,137,137,-1,1,141.0,A#,Minor,75,73,78,3,0,10,11,ok,nctu,The Chainsmokers - This Feeling (Lyric Video) ft. Kelsea Ballerini,ChainsmokersVEVO,2018-09-18T16:00:03Z,181887945,1060831,https://www.youtube.com/watch?v=YuPzpoC3QNc,ChainsmokersVEVO,thechainsmokersthisfeelinglyricvideoftkelseaballerini
OMG,23514258,NewJeans,spotify:track:65FftemJ1DbbZ45DUfHJXE,ADOR,2,2,-1,56,127.0,A,Minor,80,74,77,36,0,11,4,omg,newjeans,F.HERO Ft. BamBam From GOT7 (Prod. By KILO KEYS) - Do You [Official MV],Whattheduck,2019-10-16T11:00:11Z,63550747,812724,https://www.youtube.com/watch?v=Ra6NiSd3OgU,Whattheduck,fheroftbambamfromgot7prodbykilokeysdoyouofficialmv
ON,2345246,BTS,spotify:track:2QyuXBcV1LJ2rq01KhreMF,BIGHIT MUSIC,6,6,-1,29,106.0,A,Minor,58,44,82,12,0,34,10,on,bts,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse) (Official Video)",PostMaloneVEVO,2018-10-18T16:00:03Z,2569735435,16558008,https://www.youtube.com/watch?v=ApXoWvfEYVU,PostMaloneVEVO,postmaloneswaeleesunflowerspidermanintothespiderverseofficialvideo
ON (Feat. Sia),761815,"BTS, Sia",spotify:track:3IB5qOeMayvpOdHxYCL5tZ,BIGHIT MUSIC,19,19,-1,8,106.0,A,Minor,56,38,85,14,0,37,8,onfeatsia,btssia,BTS – ON (Feat. Sia),Sia,2020-02-21T13:47:21Z,6869851,622907,https://www.youtube.com/watch?v=zcMbZIYoxD4,Sia,btsonfeatsia
ON TEN,1505818,TEN,spotify:track:41KTGiWZ3acbnlUqTpiL7Y,SM Entertainment,77,77,-1,7,126.0,E,Minor,78,54,55,9,0,6,5,onten,ten,John Mayer - New Light (Premium Content!),John Mayer,2018-05-24T13:42:02Z,117212241,1045372,https://www.youtube.com/watch?v=mQ055hHdxbE,John Mayer,johnmayernewlightpremiumcontent
ONE GIRL,3780237,"Saran, 2T FLOW, BlackHeart",spotify:track:021QfEXbcQjwwUHmXuDswD,SARAN,41,41,-1,10,116.0,D#,Major,82,51,34,58,0,16,5,onegirl,saran2tflowblackheart,"SARAN - ONE GIRL Feat. BLACKHEART, 2T FLOW (Official MV)",SARAN,2024-09-06T11:00:08Z,7897170,51480,https://www.youtube.com/watch?v=DJLIB8LU4-Y,SARAN,saranonegirlfeatblackheart2tflowofficialmv
ONLY,4742261,LeeHi,spotify:track:6TBJkXHPhu3EsMk1bshwuI,"Genie Music Corporation, Stone Music Entertainment",6,6,-1,34,123.0,F,Major,54,15,30,89,0,9,3,only,leehi,ROOM39 - หากวันนั้น | If Only [Official MV],LOVEiS+,2018-07-27T09:39:05Z,40346319,122654,https://www.youtube.com/watch?v=vuO7HNE_-qg,LOVEiS+,room39หากวันนั้นifonlyofficialmv
OOOWEE,84197,"F.HERO, Twopee Southside, YUGYEOM",spotify:track:0OVidAFsl94UqP9RZHX50W,F.HERO,197,197,-1,1,160.0,C#,Major,77,86,80,3,0,10,21,ooowee,fherotwopeesouthsideyugyeom,F.HERO Ft. YUGYEOM & TWOPEE - OOOWEE [Official MV],FHERO Official,2022-11-29T11:00:09Z,1315234,47406,https://www.youtube.com/watch?v=md_0AesFmRw,FHERO Official,fheroftyugyeomtwopeeoooweeofficialmv
ORANGE,195508,TREASURE,spotify:track:3ud65LzKLgdsEzktLvFXgc,YG Entertainment,76,76,-1,3,130.0,C#,Major,77,76,58,3,0,9,3,orange,treasure,TXT (투모로우바이투게더) 'Blue Orangeade' Lyric Video,HYBE LABELS,2019-04-07T09:00:02Z,10005598,955341,https://www.youtube.com/watch?v=LTz8NjNQp-s,HYBE LABELS,txtblueorangeadelyricvideo
Oasis,599745,Patrickananda,spotify:track:0h48eAfbK0dlgnTf3x1lmK,WM/Thailand,91,91,-1,11,132.0,F#,Major,61,43,30,69,0,10,3,oasis,patrickananda,Oasis - Patrickananda | D.U.M.B. RECORDINGS【Official MV】,DUMB Recordings,2021-09-10T09:00:21Z,2847827,35883,https://www.youtube.com/watch?v=otRfHGPN5vo,DUMB Recordings,oasispatrickanandadumbrecordingsofficialmv
Obsession,877632,EXO,spotify:track:7fK0csBoqbcgUuWGV0cpoD,SM Entertainment,25,25,-1,12,130.0,G,Major,70,71,73,0,0,22,6,obsession,exo,EXO 엑소 'Obsession' MV,SMTOWN,2019-11-27T09:00:07Z,172613123,4780678,https://www.youtube.com/watch?v=uxmP4b2a0uY,SMTOWN,exoobsessionmv
Oh My God,378356,Adele,spotify:track:3Kkjo3cT83cw09VJyrLNwX,Columbia,58,58,-1,4,88.0,C#,Major,53,55,72,9,0,3,5,ohmygod,adele,Adele - Oh My God (Official Video),AdeleVEVO,2022-01-12T17:00:16Z,118285362,1528253,https://www.youtube.com/watch?v=niG3YMU6jFk,AdeleVEVO,adeleohmygodofficialvideo
Oh my god,589604,(G)I-DLE,spotify:track:2DmRXiyn03tOqKgEJXlaiJ,Universal Music LLC,47,47,-1,8,110.0,E,Minor,79,48,76,4,0,19,4,ohmygod,gidle,Adele - Oh My God (Official Video),AdeleVEVO,2022-01-12T17:00:16Z,118285362,1528253,https://www.youtube.com/watch?v=niG3YMU6jFk,AdeleVEVO,adeleohmygodofficialvideo
Old Love,5504150,"yuji, putri dahlia",spotify:track:3W4U7TEgILGpq0EmquurtH,yuji,32,32,-1,31,142.0,B,Major,48,36,37,72,0,12,3,oldlove,yujiputridahlia,Old Love - Yuji / Putri Dahlia (Official Lyrics Video),Yuji,2022-07-29T12:00:12Z,135055477,675407,https://www.youtube.com/watch?v=SctrVF37GAQ,Yuji,oldloveyujiputridahliaofficiallyricsvideo
Old Town Road,162964,Lil Nas X,spotify:track:53CJANUxooaqGOtdsBTh7O,Columbia,130,130,-1,5,136.0,C#,Major,91,51,53,6,0,10,13,oldtownroad,lilnasx,Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus,LilNasXVEVO,2019-07-19T04:00:06Z,1337247894,13748117,https://www.youtube.com/watch?v=r7qovpFAGrQ,LilNasXVEVO,lilnasxoldtownroadofficialvideoftbillyraycyrus
Old Town Road (feat. Billy Ray Cyrus) - Remix,1501905,"Lil Nas X, Billy Ray Cyrus",spotify:track:2YpeDb67231RjR0MgVLzsG,Columbia,45,45,-1,27,136.0,F#,Major,88,64,62,5,0,11,10,oldtownroadfeatbillyraycyrusremix,lilnasxbillyraycyrus,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,2019-04-05T04:00:00Z,587930840,5936781,https://www.youtube.com/watch?v=7ysFgElQtjI,Lil Nas X,lilnasxoldtownroadfeatbillyraycyrusremix
