track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
จื่อบ่,4058862,Kantong Tungngern,spotify:track:62JNTeWcfx9wyff4g0e796,GMM Music Public Company Limited,73,73,-1,13
ฉบับปรับปรุง,21925665,"ZENTYARB, PUNYARB, LAZYLOXY",spotify:track:2MnVrkbwL6ViB7q4NI7oVK,Digital LUV,2,45,-1,157
ฉันคือความทรงจำดีๆของเธอรึเปล่า,11278152,"fellow fellow, guncharlie",spotify:track:3AC0O8MXujdSazZx1nOJK4,Kicks Records,86,86,-1,49
ฉันคือดวงจันทร์,100259,MONICA,spotify:track:31zp8z4bBxJrNCv3IfQrMs,GMM Music Public Company Limited,192,192,-1,1
ฉันคือนักสะสมความเศร้า,20535377,เรนิษรา,spotify:track:2iFl47C6PcxFEBntbBAfeI,Reinizra,37,37,-1,74
ฉันมันเป็นคนแบบนี้,4437534,บูม สหรัฐ,spotify:track:5zezY6510hgk7oO7jHGR0s,GMM Music Public Company Limited,120,120,-1,27
ฉันสัญญาจะไม่ร้องไห้ (ดวงดาวที่โหดร้าย),295280,เรนิษรา,spotify:track:5Rrn7VUOFMyYK5Gy7cA4AK,Reinizra,119,119,-1,2
ฉันไม่ต้องการตัวเธอในตอนนี้,8246277,LITTLE JOHN,spotify:track:2QV4JzbjMvgBRXsZHE0vW5,9 Arkkhan,23,23,-1,21
ชอบตัวเองตอนอยู่กับเธอ,15927618,Billkin,spotify:track:0cCf8UpRfjOB7yp1yqzMHM,Billkin Entertainment,1,29,-1,89
ชอบทรงไหน,1109723,"BABYBIGBOY, THAOWANZ, P6ICK, 1LIFE",spotify:track:6j4j3ZhsWz89qhxTyBXqT4,BBB,91,91,-1,7
ชอบนอน (zzz),1458114,"CHRRISSA, 1LIFE",spotify:track:1u4RIpLwfv8zvc9gbrEgKZ,CHRRISSA,88,88,-1,7
ชอบอยู่คนเดียว,1989338,Ink Waruntorn,spotify:track:3LzQ0QF4Ud7CyAIWdFxUHl,Boxx Music,11,65,-1,26
ชอบใส่ใจ (Just Curious),123349,bamm,spotify:track:4vfWaUic7KKrOUR7kWy6RO,LIT ENTERTAINMENT,172,172,-1,1
ชอบไปหมด,2445026,PiXXiE,spotify:track:73rLFde6eQ2Xzg4cF5ilHs,Lit Entertainment,79,79,-1,11
ชัดเจน (Complicated),790469,Paper Planes,spotify:track:1Hq0vUl2GSahKlqVHJejKW,GMM Music Public Company Limited,72,72,-1,5
ชีวิตจริง - Realized,1069473,BOWKYLION,spotify:track:7mWrYJ0GRoPLKnjG91wfKA,What The Duck,108,108,-1,13
ช่วงเวลา,7969322,Zweed n' Roll,spotify:track:4lhHQ0XGSHCUPUxxjM3b9H,Zweed n' Roll,115,115,-1,62
ช่างมัน,5037085,Cocktail,spotify:track:7xxklm9pii9gqW3McXpJn8,GMM Music Public Company Limited,79,79,-1,21
ซังได้ซังแล้ว (ซนซน 40ปี GMM GRAMMY),146327,Palmy,spotify:track:0Z1emXB0KJ610ppG8hXHG9,GMM Music Public Company Limited,191,191,-1,1
ซาโยนาระ,1764763,Mild,spotify:track:1MkgN3lRBf5mXbxY6CWU9s,Spicy Disc,137,137,-1,8
ซูลูปาก้า ตาปาเฮ้,31830615,THEMOONWILLALWAYSBEWITHME,spotify:track:3Ry2KPewzbt43hiQPTnDTK,Themoonwillalwaysbewithme,1,15,15,124
ซ่อน(ไม่)หา,34337654,Jeff Satur,spotify:track:5nvdbRKg9fOixXotcZIQuF,WM/Thailand,5,5,-1,51
ซ้อมมีแฟน (trial),2112712,"Kinkaworn, bamm",spotify:track:5xdmFkq5uVLzhogUK8wRQk,Marr,73,119,-1,26
ดวงใจ,1774397,Palmy,spotify:track:6N6gsaHf5GYJAvEKfg6iEv,GMM Music Public Company Limited,8,65,-1,72
ดอกไม้ที่รอฝน (spring),24051186,"THE TOYS, NONT TANONT",spotify:track:4kE80JWRissrodmXuo0xYi,What The Duck,5,5,-1,25
ดอกไม้ไฟ,21592356,Mirrr,spotify:track:0B1RbM8oFqL2LTsY3axKpt,What The Duck,15,52,-1,199
ดาวหางฮัลเลย์,54149800,fellow fellow,spotify:track:56wDFSIa9Tr7zbEXUVMwjP,Kicks Records,3,3,-1,71
ดิ่งดาวน์ (DOWN),3649788,ALIE BLACKCOBRA,spotify:track:6vu3rngrfMJT8wyMB5VbuE,ALIE BLACKCOBRA,82,82,-1,14
ดีเกินไป,3354214,Smile Buffalo,spotify:track:6gawFvnzVItjZusaaYVnOw,Smile Buffalo,58,58,-1,13
ดีแต่ปาก,654592,Big Ass,spotify:track:5oqvhMzI9P4hjU3hA6EvL8,GMM Music Public Company Limited,175,175,-1,3
ดีใจรึเปล่า,20036343,Whal & Dolph,spotify:track:1WbqdJzBawPmNVBL1tT7dK,What The Duck,11,11,-1,47
ดึกมากแล้ว (Night Ride),352492,"WIN METAWIN, Badmixy",spotify:track:75Bo8CwyOB44OwaXw14w1a,GMM Music Public Company Limited,154,154,-1,2
ดูดฝุ่น (home.),125383,"Morvasu, Violette Wautier",spotify:track:5KG0TvluTAEOtrKNqcSjsg,What The Duck,10,149,-1,17
ดูดี,398828,Polycat,spotify:track:7oTnTfFLo4t1xbPb009oBI,Smallroom,4,188,-1,82
ดูมีไร (DO ME RIGHT),229523,"ALIE BLACKCOBRA, เบบี้โจลี่สตาร์",spotify:track:0WCpX9pvNy081MsecZY0Nk,Alie Blackcobra,158,158,-1,1
ตบปาก (On That Day),2737880,PROXIE,spotify:track:4ctnDQ6saTXYs68AodmBZf,Dreamers Society,52,52,-1,11
ตลอดไปไม่มีจริง,230480,"Mirrr, Aheye 4EVE",spotify:track:0cxzc23Zp060DEoo9bEiQm,What The Duck,129,179,-1,7
ตั้งแต่มีเธอฉันมีความสุข (This Time),2619576,Violette Wautier,spotify:track:4rmspWmdoJIjw6Rm3cEvGm,Universal Music (Thailand) Ltd.,16,128,-1,67
ตั้งใจรัก,1856604,"พัด Vorapat, First Anuwat",spotify:track:6LXKd4e0i2EPLh86GWvWOE,MARR,91,103,-1,35
"ตามใจ - From ""คืนนี้มีแค่เรา""",2400140,fellow fellow,spotify:track:0XfNBRsHNlavBTvcWOerAW,Deepnight The Series,120,120,-1,12
ตามใจ - Live Session,2520914,fellow fellow,spotify:track:0HRoxq00G3w0VhIyk26f4j,Kicks Records,170,170,-1,13
ติดฝน,23727856,PiXXiE,spotify:track:6rk1rGqpNXTeu7kVsB049F,Lit Entertainment,3,3,-1,45
ต่อจากคืนนี้ (ฉันจะไม่มีเธอแล้ว) - Gloomy,12185164,Newery,spotify:track:0dXpGBC0pUivUk96OrptbQ,What The Duck,63,63,-1,60
ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,9620063,No One Else,spotify:track:2qKJrcfRkh7ZgvyhsrPkZL,Spicy Disc,1,93,-1,116
ต่อให้,1058062,Season Five,spotify:track:7C6EhXCf4ARp5mOTBtle0a,ME Records,56,101,-1,81
ถามคำ,1428748,URBOYTJ,spotify:track:3sLTOt7ZMwEWEB7YdLaeZS,UrboyTJ,48,144,-1,90
ถึงเธอไม่มีเขาเราก็ไม่ได้รักกันอยู่ดี (pity),1765064,deasy,spotify:track:7coF8a1SET6MqHkvXxC9fW,Yupp! Entertainment,104,104,-1,9
ถ้าตลอดกาลมีจริงขอให้มันเกิดกับรักครั้งนี้,186161,"marr team, mintchyy",spotify:track:6oLxUTAetTgqqldKrhlWJx,Marr,196,196,-1,1
ถ้าต้องเสียเธอไป,1367790,lostbeans,spotify:track:3cqMBiHtyqRmPZMUwmpJPk,lostbeans,158,158,-1,9
ถ้ารู้ว่าจะหายไป,1983253,Dept,spotify:track:1QdtmtakBfgvdXz1wEm2S9,Smallroom,33,33,-1,8
ถ้าเธอ feat. Violette Wautier,4092194,"Stamp, Violette Wautier",spotify:track:2bGK8OZkr2IH4XHFMWS3CZ,123Records,1,81,-1,76
ถ้าเธอฟังอยู่ - Acoustic Version,2954460,MEAN Band,spotify:track:6Jth2ftkKxLghaEheLP6Q0,LOVEiS Entertainment,96,96,-1,24
ถ้าเธอมีจริง (Unbelievable),275596,"เค-โอติก, Girly Berry",spotify:track:0IfBgBZKfPFBpuXpnUi3ED,RS UMG,195,195,-1,2
ถ้าเธอรักฉันจริง,12895240,Three Man Down,spotify:track:3kVApGWaoR48GzDagnY55b,GMM Music Public Company Limited,1,44,-1,170
ถ้าเธอรักใครคนหนึ่ง OST.บุพเพสันนิวาส 2,528397,Ink Waruntorn,spotify:track:6GDIW3Le2tM0hMWD3pvefH,GMM Music Public Company Limited,7,104,104,28
ถ้าเธออยากไปทะเลฉันพร้อม...(Talay),3505136,JAOKHUN,spotify:track:4okZRD6ad0o8kxzrkvYFLP,Jaymidi,66,66,-1,19
ถ้าเราเจอกันอีก (Until Then),6210672,Tilly Birds,spotify:track:3crZQarcOagdupRZNzRGWe,GMM Music Public Company Limited,1,42,-1,96
ถ้าไม่มีฉัน (Lost),3406028,BADMIXY,spotify:track:23uoBOUwFdh8bKlv6FUDuc,BADMIXY,53,53,-1,14
ทรงอย่างแบด (Bad Boy),2877803,Paper Planes,spotify:track:1utdQfv58hrISZC58DMw9n,GMM Music Public Company Limited,26,26,26,22
ทราบแล้วเปลี่ยน - attention please,1921629,BOWKYLION,spotify:track:7MxhdBolnOFvWu4WMURsX5,What The Duck,7,85,-1,55
ทราย,2511607,Whatcharawalee,spotify:track:1ZvsNPtC7kz7PHh2XZOTln,"Tinnamou Music Score Co., Ltd.",71,92,-1,92
ทักครับ,7204696,"Lipta, GUYGEEGEE",spotify:track:70DE8f3cq3auql4JMrF0Qg,Lipta,1,40,-1,84
"ทั้งจำทั้งปรับ feat. YOUNGOHM, KARN The Parkinson",148926,"Stamp, YOUNGOHM, Karn The Parkinson",spotify:track:2hxfN5UiyW4RfTmfTQxzap,123Records,7,199,-1,38
ทางของฝุ่น (Dust),8006403,atom chanakan,spotify:track:4wPSw3EzJ78opbAhkjurp0,GMM Music Public Company Limited,85,85,-1,74
ทางผ่าน,623181,Big Ass,spotify:track:1RdEiLJ70NtrvSJ1DMUjVB,Music bugs,173,173,-1,3
ทำได้หรือเปล่า,899286,Dept,spotify:track:2zTsqbgzS3AWUwwHHaAjT7,Dept,116,167,-1,20
ทิ้งแต่เก็บ (เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ),139736,THE TOYS,spotify:track:438m0u7h7miwjCdCdDCl9W,GMM Music Public Company Limited,1,128,-1,69
ทิ้งไป,1742064,Only Monday,spotify:track:7D8YJGdsSD8CSuwc39dHgl,GMM Music Public Company Limited,51,51,-1,6
ทิ้งไว้อย่างพอใจ (Consoled),412312,PURPEECH,spotify:track:3bs9eE7BaD7fSi3P76Fkfn,MILK!,45,104,102,66
ทิ้งไว้อย่างพอใจ(Consoled),13412227,PURPEECH,spotify:track:6ErAsIiAY6I44yW5d3WXFM,PURPEECH,45,45,45,64
ทิ้งไว้ในใจ,4785825,Big Ass,spotify:track:7HQKaP8RgTl3igRPFrjGg2,Music bugs,127,127,-1,21
ที่รักใจเย็น,17137591,"YENTED, BlackHeart, Williams",spotify:track:6rgF7lJWhf0jR5ZEJk3cY5,Yented,41,41,-1,45
ที่ลัก,971871,1LIFE,spotify:track:2OhQoLwmVGHDvWl8ab8UTj,1LIFE,106,106,-1,7
ที่สุดเลย,17503715,"Rifle, Saran",spotify:track:36czGZFR3xI0F38AiZ0Xdq,Rifle,42,42,-1,72
ที่เดิม,9905706,PUN,spotify:track:4KZRjuldIGTS7AQUPbUvbs,Universal Music (Thailand) Ltd.,15,15,-1,16
ที่ไม่รัก (Unnoticed),12178808,PROXIE,spotify:track:1af2PmV5gQRWELZmVrjNMQ,Dreamers Society,16,30,-1,51
ทุกความทรงจำ,11442866,Only Monday,spotify:track:3iJNeAiZwFxiPHWk456Bcw,GMM Music Public Company Limited,41,41,-1,65
ทุกนาทีที่สวยงาม,2764827,NONT TANONT,spotify:track:3baj6XkfgRQgjxT8nV4zJO,Loveis Entertainment,102,140,-1,21
ท็อปในรุ่น,407121,ฮันเตอร์,spotify:track:3HsnBF6hjDAuYwhHJgnBEu,Sataporn Pongbanrai,104,104,-1,3
ท้ายปี,5875415,Only Monday,spotify:track:6NnDhBn93o2CxGkwrtKVMG,GMM Music Public Company Limited,3,3,-1,7
ธาตุทองซาวด์,12004211,"YOUNGOHM, SONOFO",spotify:track:00Tm1bspfNQJnaWAoQK2eC,Youngohm,3,3,-1,27
นอนหน่อยไหม ?,105671,Anatomy Rabbit,spotify:track:1n7SJLokzGV1IoLUEmeOuZ,Anatomy Rabbit,102,177,102,2
นะหน้าทอง,3810334,JOEY PHUWASIT,spotify:track:4iA3PrcsOt6bmoXTaDXhf3,GMM Music Public Company Limited,6,38,-1,46
นักวิทยาศาสตร์,9037001,D Gerrard,spotify:track:3cZP6wSDNl9i2PgrXo4Zk5,WM/Thailand,26,70,-1,76
นายแน่มาก,928531,Mirrr,spotify:track:2mDJLYD9pKXIq0dKKpkrLr,What The Duck,81,81,-1,5
นิดหน่อย,1491447,JOEY PHUWASIT,spotify:track:77KOIam0nJwyQkzdjEiQdL,GMM Music Public Company Limited,129,129,-1,6
นิทาน,6892034,Musketeers,spotify:track:11sWcMeRIGlUR5rwvV6IS3,Believe Records,106,106,-1,36
นิโคติน,25714694,Mirrr,spotify:track:6R9YzJHkfYoN6PianPhTdB,Macrowave,1,45,45,258
น่ารักชิบปุ๋ง Feat.SPRITE,246941,bonnadol,spotify:track:6I3Y2cxdvLVZeLRVoB3aVG,Bonnadol,113,113,113,4
น่ารักมั้ยไม่รู้,628001,Butterbear,spotify:track:2RDj0KKuo4NP8PxaNf5quT,Universal Music (Thailand) Ltd. Distributed Labels,151,151,-1,3
น้อง (Nong),6491639,"Three Man Down, URBOYTJ",spotify:track:0unRRE5iY2faIR2HV2aGpF,GMM Music Public Company Limited,13,25,-1,31
น้อยใจ (hurt),172245,NONT TANONT,spotify:track:4SUjsrUM5F05F85ZdAZn2v,LOVEiS Entertainment,130,130,-1,1
น้ำตาสุดท้าย,5038364,Cocktail,spotify:track:5LH2Sac9Dx6LnyvR11GwOi,GMM Music Public Company Limited,109,109,-1,35
น้ำลาย,11322147,Silly Fools,spotify:track:3ROWX61sua26OlSbbtxKUC,GMM Music Public Company Limited,110,110,-1,52
น้ำหอม,9323423,Cocktail,spotify:track:3grGyWGWsuIUxA2CudpwAB,GMM Music Public Company Limited,8,8,-1,12
บรรยากาศ,26767261,Only Monday,spotify:track:56n3cbPJeypX5NyqgsmpnZ,GMM Music Public Company Limited,19,19,-1,82
บอกตัวเอง,721771,"Room 39, โป่ง หินเหล็กไฟ",spotify:track:7mx20wpMx3Flwh3GglnZPs,LOVEiS Entertainment,88,88,-1,5
บอกรัก,1463296,Bedroom Audio,spotify:track:3lovJvP5lF6cUku8XH0oJO,Bedroom Audio,148,148,-1,7
บักคนซั่ว,647888,ทิดแอม,spotify:track:1y61f9MgosQekbq4zQSioS,บังเอิญ มิวสิค,125,125,-1,4
บักสมองน้อย,1190744,ดิด คิตตี้,spotify:track:2ZYr4yGgXkpyomhS3ew1JX,ดิด คิตตี้ official,161,161,-1,8
บานปลาย (best wishes),10763273,BOWKYLION,spotify:track:3Js0tYhiLhVXHskoOF0jLh,What The Duck,4,32,-1,113
บิดเบือน,314487,มนัสวีร์,spotify:track:0xBStDSuDLyjqwayWEGKam,9 Arkkhan - Music,179,179,-1,2
บุษบา,4334089,เมนทอล,spotify:track:2LCF0vtFyZ5BHaAU3KUSq2,จอจาน ยอยักษ์ โปรดักชั่น,16,16,-1,12
ประกาศให้โลกรู้,944510,Dept,spotify:track:5IdsoQa6jJY988phl22EPC,Smallroom,57,57,-1,4
ปล่อยดาว,22128224,YEW,spotify:track:1fUncVCIUnmf6qihsRkoBE,YEW,11,11,-1,43
ปล่อยดาว (Flaw),11644902,YEW,spotify:track:7jGiXLzchqbDTW7WzSU7a3,YEW,11,16,16,65
ปล่อยมือ,631182,Safeplanet,spotify:track:5jmubjyS1YMOR9kRQ7nrTC,Safeplanet,71,71,-1,3
ปล่อยให้เวลา (Broken Clock),4339550,Three Man Down,spotify:track:7AcomvHhlYUB0m9tIX4aC8,GMM Music Public Company Limited,15,47,-1,40
ปีนี้ไม่ต้องเหงาคนเดียวแล้วโว้ย,3270198,No One Else,spotify:track:2L98ftReSp3kqlzxGSTLtY,Spicy Disc,54,54,-1,18
ปีใหม่ปีนี้,1402009,"Saran, Jeff Satur",spotify:track:2ewrA9zGxvXrWSt6sLkqZx,Passenger Records,94,94,-1,13
ผิดตั้งแต่เริ่ม (ชู้รัก),6879730,เล็กสเร็น,spotify:track:0mHD9bPUsI3qbKZzMpxXFh,BE StudiO,30,30,-1,15
ผิดหน้าที่ (Responsibility),127127,"TIGGER (ทิกเกอร์), Aheye 4EVE",spotify:track:3bSjF0JyKyZGHQMPBumwh2,GMM Music Public Company Limited,190,190,-1,1
ผูกพันต้องลา,5395943,"GAVIN:D, URBOYTJ, Poppy Chatchaya",spotify:track:2HC3jRQilGWyFlvICAqCaP,GAVIN:D,84,84,-1,24
ผู้ถูกเลือกให้ผิดหวัง (ดอกไม้ฤดูหนาว),55155907,เรนิษรา,spotify:track:28WUoGt6gycR4gWHdIOkKP,Reinizra,1,1,1,111
ผ่าน,339971,Slot Machine,spotify:track:7BIfruOxdmV47pZ8beTNqS,Sony Music Entertainment Thailand,183,183,-1,2
ฝนตกไหม,16307560,Three Man Down,spotify:track:2pB3TJsSleiRiL0NP6rtCw,GMM Music Public Company Limited,1,69,-1,250
ฝันถึงแฟนเก่า,289895,Three Man Down,spotify:track:3kJG9AsDp8CPiqeIXtvHTM,GMM Music Public Company Limited,1,194,-1,83
พบกันใหม่,355619,Polycat,spotify:track:4IKn1t0eZZzF5mji1vraVI,Smallroom,63,150,-1,155
พบรัก,14440123,Ink Waruntorn,spotify:track:2LJerOY5jSwO5K6OF9Cyuz,Boxx Music,16,16,-1,26
พยายามกี่ครั้งก็ตามแต่...,1564753,HANGMAN,spotify:track:69xqPYmTq0dt9vpHRM6Irj,GMM Music Public Company Limited,106,106,-1,6
พิง (เพลงประกอบละคร กระเช้าสีดา),13162353,NONT TANONT,spotify:track:6MjLHdROTcaU22k7B6gxR6,GMM Music Public Company Limited,2,36,-1,133
พิจารณา (Consider),42357325,"Musketeers, Maiyarap",spotify:track:3XCoEJvCYqTbM8bhples8N,What The Duck,1,4,-1,109
พี่ก็รู้,782424,"Rifle, Saran",spotify:track:37BOGNFiFipyHllBoQz1mt,Rifle,171,171,-1,4
พี่คงไม่ชอบผมหรอก,13940359,"PONCHET, VARINZ",spotify:track:3t1Ex6dp0O7tUP3NLyjAY8,PONCHET,42,42,-1,51
พี่ชอบหนูที่สุดเลย,15083884,"PONCHET, VARINZ",spotify:track:7mVobUmGP12Y5SQJgBice3,PONCHET,16,16,-1,38
พูดไม่ฟัง (Comeback No Comeback),453379,DICE,spotify:track:0OnFk90WfcNXqhIHUGLwXO,SONRAY MUSIC,148,148,-1,2
พูดไม่ออก,665024,THE TOYS,spotify:track:36QNwsq4EpOdS3E4WEJphO,What The Duck,3,152,-1,62
ฟีลลิ่งแบบว่าอู้วว!,402887,BUS,spotify:track:330spX93u5K5XINCCJzko3,SONRAY MUSIC,90,90,-1,2
ฟีโรโมน,6595863,"BlackHeart, 2TFLOW",spotify:track:03Pc18Z9L1n2LcyBb6SKZ1,BlackHeart,24,88,-1,91
ฟ้า,1554078,Tattoo Colour,spotify:track:49P4H6SJkVu2pkuZnuUDk4,Smallroom,65,123,-1,135
ฟ้าคงเหงาเมื่อไร้เธอ,5213821,VELIKA,spotify:track:1Uz1pMTDMd7j0LVFPQ5018,Velika Pirate Ship,104,120,120,54
ฟ้ามืดทีไร,154466,Dept,spotify:track:6gAbZjrEKkngnPKVB3E1fy,Smallroom,172,172,-1,1
ฟ้ารักพ่อ (DILF),13710416,"BADMIXY, ยุ้ย ญาติเยอะ",spotify:track:45eQSbdATZGC5lowyWUbfH,BADMIXY,8,8,-1,31
ภาพจำ,607610,Pop Pongkool,spotify:track:4YRpjJaJpiI36HM36Dn5lS,GMM Music Public Company Limited,1,185,-1,103
ภาพถ่ายวันวาน (1920),166785,PURPEECH,spotify:track:7dff8O8Y71BDjWb9aDYAG4,MILK!,109,193,-1,67
ภาพถ่ายวันวาน - 1920,8729980,PURPEECH,spotify:track:6LwtjDDSNssJNMTH8btwOo,PURPEECH,109,109,-1,66
ภาพเรา (Good Quality Picture) - From บัส ซิ่ง ไทยแลนด์,739043,BUS,spotify:track:7gdRZLMXECnJ8HnZYm5N23,SONRAY MUSIC,50,50,-1,2
ภาวนา,4017032,MEYOU,spotify:track:7IcfEY0IyV4fdALbwJCw3v,GMM Music Public Company Limited,1,112,-1,135
มันเป็นใคร,4955323,Polycat,spotify:track:4PXdOchDL7aUZghQobIlhX,Smallroom,82,82,-1,124
มาดูแมวดำน้ำทำกับข้าวบ้านเรามั้ย (Saturday Night),414518,BRIGHT,spotify:track:13p7WgSfNUXKmWUjskWtSW,GMM Music Public Company Limited,105,105,-1,3
มาแตร์เดอี,728020,Kakagoesbackhome,spotify:track:0ghU70CDVpQE9twMLvb618,Kakagoesbackhome,107,107,-1,4
มีอะไรอีกมั้ยที่ลืมบอก (Top Secret),1386922,Timethai,spotify:track:1OMqEyI9gKankUnmPAPG5i,Kamikaze,80,80,-1,9
ยอม (Surrender),3636309,"Billkin, PP Krit",spotify:track:6UuJgXnKGdAWeRwD8asDI3,"BKPP ENTERTAINMENT CO., LTD",20,20,-1,11
ยอม (White Flag),12595265,LANDOKMAI,spotify:track:1VfxBuhaRC8rnE4VAPQ4Qk,What The Duck,11,11,-1,38
ยันจุดสิ้นสุดเวลา,6154255,Arert,spotify:track:5XiZuxC57MLauj0IJJ3Qn2,Arert,56,56,-1,29
ยินดี - เพลงประกอบละครมาตาลดา ช่อง 3,30562624,sarah salola,spotify:track:5DMALWZOGyyc7noptzvF2j,CHANDELIER MUSIC,10,10,-1,66
ยิ่งดุยิ่งชอบ,295598,Billkin,spotify:track:2EKBiUviGslPW2qgesNsQX,Billkin Entertainment,119,119,-1,1
ยิ้มทั้งน้ำตา,21471698,Billkin,spotify:track:1m1aNI4vjnwmrxateBIXgK,Billkin Entertainment,14,14,-1,75
ยิ้มมา,113351,BOWKYLION,spotify:track:513AYtCgZ6FSIEg0N8fu7s,What The Duck,10,172,-1,44
ยื้อ,3340516,ปรีชา ปัดภัย,spotify:track:4gwYEnoxp8QDqrNwWNsGq9,SERNG MUSiC,17,17,-1,11
ร W8,741377,Gene Kasidit,spotify:track:3zc9UfgETcTMGiazW58Klg,Smallroom,62,165,-1,137
รถไฟบนฟ้า,26882263,D Gerrard,spotify:track:6BqnE3hiqtywrLMJ3ulYDp,WM/Thailand,4,4,-1,45
รบกวน,2486848,Dept,spotify:track:7BAS21NdSsGX3LTjzpy9sy,Smallroom,18,18,-1,9
รสหวาน,33639453,FREEHAND,spotify:track:2Ab1HQjbMcqHY3TkTycrYr,Freehand,28,28,28,113
ระยะหัวใจ,118877,FLUKIE,spotify:track:1ZvxQC3jxMuceMdoFo0Cor,FLUKIE,161,161,-1,1
รักจริง (แค่เมื่อวาน),159698,JustmineNika,spotify:track:0lpAUU1G9B5QOaJqt4t8OH,"TPOP INCORPORATION Co.,Ltd.",185,185,-1,1
รักมือสอง,6903858,Bedroom Audio,spotify:track:6FngEZyo8Gg5P4fzckJeX4,Tero Music,22,142,-1,99
รักรออยู่ไม่ไกล,2965784,PURPEECH,spotify:track:72UBnP9Be8bZFgGTfm5rwU,MILK!,90,90,-1,16
รักเขาแทนฉันที (Promise Me),339556,SERIOUS BACON,spotify:track:4IM1mTEuO6YnyYHNioh7tg,Boxx Music,114,114,-1,2
รักเธอหัวทิ่มบ่อ,821174,HANGMAN,spotify:track:59yaUIntVy5CFzMjEtueu5,GMM Music Public Company Limited,113,113,-1,3
รักเอย,118052,Maiyarap,spotify:track:1WmvtUnoLkckNjgAY8xDqL,MAIYARAP,163,163,-1,1
รักเอ๋ย (เพลงจากละคร พนมนาคา),5025643,Bird Thongchai,spotify:track:4p326fEVOplgTi21gnb6CH,GMM Music Public Company Limited,53,53,-1,22
รักแท้ - True Love (เพลงจากละคร คุณชาย),12931863,NuNew,spotify:track:5m9iZ0wLgpbSBwVW62AZvf,GMM Music Public Company Limited,13,27,25,59
รักแรก (First Love) [เพลงประกอบภาพยนตร์ รักแรกโคตรลืมยาก My Precious],35963506,NONT TANONT,spotify:track:5Zlwu2g4rzTNfyu28L1bWv,GMM Music Public Company Limited,4,4,-1,72
รักแรกพบ,4632049,Tattoo Colour,spotify:track:19VIBTwlLTX2SKK6e3erAf,Smallroom,65,126,-1,156
รู้กันแค่นี้ - mint,9892784,BOWKYLION,spotify:track:6ck9dK5Wh0lZvvBsX49HZD,What The Duck,10,10,-1,40
รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone) - From แปลรักฉันด้วยใจเธอ Part 2,1309533,"Billkin, PP Krit",spotify:track:3r7Wk2nT2Vwlnb7xDI4pnE,Nadao Music,2,150,150,98
ร่มสีเทา,23064552,Whatcharawalee,spotify:track:6z56u8jPSSroDFrJVD5cMf,"Tinnamou Music Score Co., Ltd.",55,55,-1,222
"ร้องไปกับฟ้า (Original Soundtrack ""ภาพยนตร์ 4KINGS II"") [feat. D Gerrard]",11582366,"LHAM, D Gerrard",spotify:track:18VklhRVxmgQZAwtDkeC8K,Shinesaeng Ad.Venture,11,11,-1,35
ร้องไห้จนเบลอและเผลอลืมตัวเอง,5004850,เรนิษรา,spotify:track:70wKI9WP10zLCIx8Z7iHMs,Reinizra,86,86,-1,30
ฤดู,3187405,Dept,spotify:track:0xKZX9KW2qC2ePTW8VweZB,Smallroom,77,146,-1,67
ฤดูของเธอ (Your Season),5660919,NuNew,spotify:track:5Ssjl0BJRFKtjxbgZlnoj9,Universal Music (Thailand) Ltd. Distributed Labels,43,43,-1,18
ลงใจ,5004048,BOWKYLION,spotify:track:69ubzIqMB8QgoWZiazDrQ3,What The Duck,1,119,-1,167
ลบยัง (Re-Move On) (เพลงประกอบซีรีส์ My Love Mix-Up! เขียนรักด้วยยางลบ),1250921,"GEMINI, FOURTH",spotify:track:7GduvXiDhWS3G13g55SjKB,GMM Music Public Company Limited,179,179,-1,6
ลองฟังแล,826694,โต๋เหน่อ,spotify:track:6NUtxPKkQKAsS5NbhAWCFz,เสียงเพลงของโจร,166,166,-1,5
ลองเลิกกันดีไหม (Next Chapter),137062,PiXXiE,spotify:track:7sBi5mkwgckfb68RDRWKMS,LIT ENTERTAINMENT,194,194,-1,1
ลอยทะเล (Original by Joey Boy) (feat. NARA THEPNUPA & GUYGEEGEE),216498,"CDGuntee, NARA THEPNUPA, GUYGEEGEE",spotify:track:3lEKVsTevzcoffF6uSudZe,Sony Music Entertainment Thailand,175,175,-1,1
ลังเล,3583712,PP Krit,spotify:track:592XwpszQAW8olTXXIesls,PP Krit Entertainment,18,18,-1,13
ลั่นทม (เพลงประกอบละคร หอมกลิ่นความรัก),12347435,Cocktail,spotify:track:2uZ6hKHh0UjZMz0YKzCLT1,GMM Music Public Company Limited,16,16,-1,35
ลา ลา ลา,27979433,Dept,spotify:track:27OEf7iSIOJ14txp16xweP,Smallroom,14,33,31,152
ลาก่อน,26119008,YourMOOD,spotify:track:3vfwUrq22haMmIJyyyI7Hq,WHOOP,5,5,-1,109
ลาก่อน - Acoustic Version,256192,YourMOOD,spotify:track:4T6LUO2hrMWQCcX49i8u3G,What The Duck,142,142,-1,2
