track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart
Senorita,728038,(G)I-DLE,spotify:track:0q6boCcLaWYPIy2vOsksFg,CUBE ENTERTAINMENT,30,30,-1,16
Serendipity (Full Length Edition),26826,BTS,spotify:track:5cQB9fbuQCz4muQUFkv3rR,BIGHIT MUSIC,48,163,-1,4
Set Me Free Pt.2,15732050,Jimin,spotify:track:59hBR0BCtJsfIbV9VzCVAp,BIGHIT MUSIC,1,1,-1,37
"Set Zero Feat. DM, KK",239983,Illslick,spotify:track:4CVTL3sxgTrLdyN1hEm8xh,ILLSLICK,53,53,-1,4
Seven (feat. Latto),121489419,"Jung Kook, Latto",spotify:track:7x9aauaA9cu6tyfpHnqDLo,BIGHIT MUSIC,1,1,-1,16
Seven (feat. Latto) (Explicit Ver.),72037642,"Jung Kook, Latto",spotify:track:2HRgqmZQC0MC7GeNuDIXHN,BIGHIT MUSIC,1,2,1,78
Seven (feat. Latto) (Instrumental),139389,"Jung Kook, Latto",spotify:track:2D9mO7arRSeHAEHNVAacaA,BIGHIT MUSIC,182,182,-1,1
Sex and Float,2706965,"Percy, naphat",spotify:track:2LKuOQM24I59n8xiRM5sEw,dhavision,84,84,-1,21
Sexy Sexy,256706,"Lipta, OG-ANIC, NINO",spotify:track:6mYqBMPtjzJf6FMPAacN1R,Lipta,68,68,-1,6
Señorita,14928293,"Shawn Mendes, Camila Cabello",spotify:track:6v3KW9xbzN5yKLt9YKDYA2,Island Records,1,1,-1,110
Shadow,1524491,TEN,spotify:track:05bEOekC31J9F7tH8jEuJw,SM Entertainment,78,78,-1,7
Shake It Off (Taylor's Version),149072,Taylor Swift,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,176,176,-1,1
Shall We,15133536,"Percy, 4ourYou, GENA DESOUZA",spotify:track:42TLIkJ2kFSY0WlCBjqzhB,dhavision,3,3,-1,31
Shall We (slowed + reverb),241008,"Percy, 4ourYou, GENA DESOUZA",spotify:track:1iAhNQnN0iv7W6pAULy0Rw,dhavision,83,83,-1,1
Shall We (sped up),1256307,"Percy, 4ourYou, GENA DESOUZA",spotify:track:79DTU1IcPcS6nMQaBExCQj,dhavision,21,21,-1,5
Shall We (super sped up),209781,"Percy, 4ourYou, GENA DESOUZA",spotify:track:3KcCJjrqw3kJ3CGD7IlNcE,dhavision,97,97,-1,1
Shallow,592466,"Lady Gaga, Bradley Cooper",spotify:track:2VxeLyX666F8uXCJ0dZF8B,A Star is Born OST,22,57,-1,30
Shameless,44726,Camila Cabello,spotify:track:3UYiU57SMiAS5LqolhHJw1,Syco Music/Epic,168,168,-1,1
Shape of You,564380,Ed Sheeran,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Atlantic Records UK,6,118,118,92
Shinunoga E-Wa,15153762,Fujii Kaze,spotify:track:0HYAsQwJIO6FLqpyTeD3l6,Universal Music LLC,27,27,-1,66
Shirt,178217,SZA,spotify:track:34ZAzO78a5DAVNrYIGWcPm,Top Dawg Entertainment/RCA Records,163,163,-1,2
Shivers,2670437,Ed Sheeran,spotify:track:75MNhvTCCKsST3YqqUiU9r,Atlantic Records UK,65,65,-1,35
Shoong! (feat. LISA of BLACKPINK),19711295,"TAEYANG, LISA",spotify:track:5HrIcZOo1DysX53qDRlRnt,THEBLACKLABEL,2,2,-1,32
Shot Glass of Tears,2414296,Jung Kook,spotify:track:7AbqgE05nFl9qY4FRUiq2p,BIGHIT MUSIC,15,15,-1,9
Show Yourself,43203,"Idina Menzel, Evan Rachel Wood",spotify:track:50WeOnXhM1H7AZEeIDoWfZ,Walt Disney Records,194,194,-1,1
Shut Down,36278694,BLACKPINK,spotify:track:7gRFDGEzF9UkBV233yv2dc,YG Entertainment,1,1,-1,65
Si Fueras Mía,44969,D.O.,spotify:track:2EDpsT55NCISpccODTIUiV,SM Entertainment,167,167,-1,1
Side Effects,29817,Stray Kids,spotify:track:1BiXkuVBXz9IzP7210Zo9I,Republic Records - Stray Kids,196,196,-1,1
Simon Says,322100,NCT 127,spotify:track:1zedfw5iu7XzKJT8CupEIP,SM Entertainment,49,123,-1,18
Siren,138089,SUNMI,spotify:track:2EK48RuuE8HHMDzD2rEDqL,MAKEUS ENTERTAINMENT,78,131,131,21
Sit Down!,286437,NCT 127,spotify:track:3G7867O6gqh3UmpQeeMLDW,SM Entertainment,46,46,-1,4
Situationship,2301212,4EVE,spotify:track:7veRW1AYR9d5AWM7mN4h0M,"TPOP INCORPORATION Co.,Ltd.",99,99,-1,10
Sixteen,229696,Ellie Goulding,spotify:track:4PkIDTPGedm0enzdvilLNd,Polydor Records,110,110,-1,7
Skate,220790,"Bruno Mars, Anderson .Paak, Silk Sonic",spotify:track:2sXf2JdbB2GlNju00kw9WE,Aftermath Entertainment/Atlantic,59,59,-1,3
Skechers,111442,DripReport,spotify:track:2alc8VZAzDgdAsL2QMk3hu,Arista Records,89,89,-1,2
Skin,103148,Sabrina Carpenter,spotify:track:03B2SfXuvDh1m9F4tqrX07,Island Records,148,148,-1,2
Skit,100976,BTS,spotify:track:4GVwjLRT7oSsKby7Vy8EHr,BIGHIT MUSIC,74,74,-1,1
Skrrt,166663,"F.HERO, BamBam, YOUNGOHM",spotify:track:5aqrV9XxwfsFXP3sRSkDkW,High Cloud Entertainment,100,100,-1,2
Slide Away,242889,Miley Cyrus,spotify:track:44ADyYoY5liaRa3EOAl4uf,RCA/Legacy,122,122,-1,5
Slow Dance (feat. Sofia Carson),481171,"Jimin, Sofia Carson",spotify:track:3d2bsbugow8JiNvuaRupFH,BIGHIT MUSIC,124,124,-1,2
Slow Dancing,42593882,V,spotify:track:5h1BN75CEh8wdSwE1xrbSe,BIGHIT MUSIC,2,2,-1,64
Slow Dancing (Piano Ver.),1079420,V,spotify:track:7pgbDdy7ax962o9d2xJceV,BIGHIT MUSIC,41,41,-1,4
Slow Mo,189001,BamBam,spotify:track:2stElshTCkdXTnCkD9moQF,ABYSS COMPANY,138,138,-1,3
Slow Motion,310312,"Matt Champion, JENNIE",spotify:track:5Y1JLn2xFudNJolHkvoTXk,Matt Champion/RCA Records,67,67,-1,1
Small Talk,168328,Katy Perry,spotify:track:4NmE2ytXI8S2svTRSmEdpO,Capitol Records,71,71,-1,3
Small girl (feat. D.O.),487332,"Lee Young Ji, D.O.",spotify:track:1AtFSBJibfaqfiOByQCwZ5,MAINSTREAM,108,108,-1,2
Smart,6056740,LE SSERAFIM,spotify:track:3lwK3WyKAI5bUuGY1OgGbZ,SOURCE MUSIC,35,35,-1,20
Smeraldo Garden Marching Band (feat. Loco),12514721,"Jimin, Loco",spotify:track:1kPhV0KQui1phEpjnWIqUN,BIGHIT MUSIC,2,2,-1,6
Smile (with The Weeknd),391637,"Juice WRLD, The Weeknd",spotify:track:6wQlQrTY5mVS8EGaFZVwVF,Grade A Productions/Interscope Records,73,73,-1,5
Smoke,10608589,Violette Wautier,spotify:track:4QWno5VXD5LMpoQQlNrJNQ,Universal Music (Thailand) Ltd. Distributed Labels,12,12,-1,81
Smoke Sprite (feat. RM of BTS),1090107,"So!YoON!, RM",spotify:track:5YSkDxmHvzSDWTu4MaEtfa,MAGIC STRAWBERRY SOUND,22,22,-1,3
Smokin Out The Window,1336246,"Bruno Mars, Anderson .Paak, Silk Sonic",spotify:track:7sMBvZCSUl99bJLXZaLa0b,Aftermath Entertainment/Atlantic,30,30,-1,11
Smoothie,1489766,NCT DREAM,spotify:track:2jaapqz7L9MpMf7vpkqU9I,SM Entertainment,22,22,-1,4
Snake,57197,Medusa,spotify:track:3D7v5jf65I2bNdl4VA5zOZ,Genie Music Corporation,137,137,-1,1
Snapping,388324,CHUNG HA,spotify:track:7JCi89HGiURxFpr6NITY7q,"Genie Music Corporation, Stone Music Entertainment",82,82,-1,9
Snooze,20350347,SZA,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Top Dawg Entertainment/RCA Records,53,53,-1,92
"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",404671,"Agust D, Ryuichi Sakamoto, WOOSUNG",spotify:track:4j3M8NrbGSXdMPwEVsnfHE,BIGHIT MUSIC,69,69,-1,2
Snow On The Beach (feat. Lana Del Rey),976994,"Taylor Swift, Lana Del Rey",spotify:track:1wtOxkiel43cVs0Yux5Q4h,Taylor Swift,18,18,-1,5
Snowman,472967,Sia,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Monkey Puzzle/Atlantic,118,118,-1,5
So Am I,395693,Ava Max,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,Atlantic Records,90,90,-1,11
So Am I (feat. NCT 127),43189,"Ava Max, NCT 127",spotify:track:6hIP8wBnZ74qA0xOXhXt3v,Atlantic Records,132,132,-1,1
"So Long, London",233123,Taylor Swift,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,101,101,-1,1
So What,107351,LOONA,spotify:track:7w3pIUjz7BTTqj9uAws40m,BlockBerryCreative,115,115,-1,2
Soft Spot,1032860,keshi,spotify:track:2aL4lMGhWdPpyPL6COPou7,Island Records,124,124,-1,5
Solar Power,131748,Lorde,spotify:track:3KdoeNlEN0BoAKWzaRLNZa,Universal Music New Zealand Limited,74,74,-1,2
Solo (feat. Demi Lovato),40385,"Clean Bandit, Demi Lovato",spotify:track:3NuK5xMlSlB6K2Qp16zf3h,Atlantic Records UK,23,181,-1,24
Some,827879,BOL4,spotify:track:3mmLyEhphJAaW7hyEXAD8l,쇼파르뮤직,146,171,-1,19
Some (feat. Lil Boi),333683,"SOYOU, Junggigo, lIlBOI",spotify:track:0g1AmSKokPboFrxmG1dxKx,Starship Ent.,123,123,-1,6
Somebody,2456894,Jung Kook,spotify:track:5KfJvZ0PZzRdwFRaTUDAA7,BIGHIT MUSIC,13,13,-1,9
Somebody Else,46356,The 1975,spotify:track:5hc71nKsUgtwQ3z52KEKQk,Polydor Records,160,160,-1,1
Somebody To Love,465958,OneRepublic,spotify:track:0yc37FvbXRwwFaQxzpxbsd,Mosley Music/Interscope Records,58,58,-1,6
Someone Someday,176040,PROXIE,spotify:track:1MUaOAwMs1YqDIQTAtMrXl,Dreamers Society,192,192,-1,1
Someone You Loved,8528617,Lewis Capaldi,spotify:track:7qEHsqek33rTcFNT9PFqLf,Vertigo Berlin,55,55,-1,124
Soon You’ll Get Better (feat. The Chicks),44270,"Taylor Swift, The Chicks",spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Taylor Swift,154,154,-1,1
Sorry Not Sorry,46901,ITZY,spotify:track:5QaqP49NaSt1geAPNgDxYE,Republic Records - ITZY,146,146,-1,1
Sour & Sweet,3637588,BamBam,spotify:track:3bcLtU0Z3MuUhhQHIVSSX2,Abyss Company,15,15,-1,15
Sour Candy (with BLACKPINK),3710456,"Lady Gaga, BLACKPINK",spotify:track:1IWNylpZ477gIVUDpJL66u,Interscope,1,1,-1,23
Sour Grapes,508603,LE SSERAFIM,spotify:track:6wBpO4Xc4YgShnENGSFA1M,SOURCE MUSIC,150,150,-1,7
South of the Border (feat. Camila Cabello & Cardi B),1386467,"Ed Sheeran, Camila Cabello, Cardi B",spotify:track:4vUmTMuQqjdnvlZmAH61Qk,Atlantic Records UK,50,50,-1,24
Space,144412,NCT 127,spotify:track:4M27cSWrLO7bVW8ISJXwNU,SM Entertainment,184,184,-1,1
Spaceman,49415,Nick Jonas,spotify:track:3TG88ES1Z5sMfuondaDZXV,Island Records,187,187,-1,1
Spark,414440,TAEYEON,spotify:track:49euWwcjQTzVCynY53tvH5,SM Entertainment,55,55,-1,6
Spark - WINTER Solo,1082179,aespa,spotify:track:2xoA126GEgFhrYzRaTH7E4,SM Entertainment,21,21,-1,3
Speechless (Full),332618,Naomi Scott,spotify:track:0XPsOSYzDJZJArevQNm2AR,Walt Disney Records,55,55,-1,7
Spicy,2041141,aespa,spotify:track:1ULdASrNy5rurl1TZfFaMP,SM Entertainment / Warner Records,12,12,-1,6
Spring (feat. Sandara Park),30762,"Park Bom, Sandara Park",spotify:track:65wvbMx87q6IHOBWTKAhWr,디네이션,121,121,-1,1
Spring Breeze,198565,Wanna One,spotify:track:3IktbbAbZqczBDQxCoJOyP,Genie Music Corporation,30,83,82,13
Spring Day,296963,BTS,spotify:track:2j1fFjWHCI9KJSwcuYAOyF,BIGHIT MUSIC,56,94,-1,55
Stamp On It,115496,GOT the beat,spotify:track:0mlxHb4jbPr1PUBUv0WHRS,SM Entertainment,181,181,-1,1
Standing Next to You,141174312,Jung Kook,spotify:track:2KslE17cAJNHTsI2MI0jb2,BIGHIT MUSIC,1,1,-1,61
Standing Next to You (USHER Remix),191537,"Jung Kook, USHER",spotify:track:0VPFT123HKoQ2J6ipeDcI1,BIGHIT MUSIC,137,137,-1,1
Standing Next to You - Sped Up - Remix,3097832,Beat Record,spotify:track:0paWX66K9n7sYR9AkKkyzB,Pablo Nunes,1,1,1,17
Starboy,5317231,"The Weeknd, Daft Punk",spotify:track:7MXVkk9YMctZqd1Srtv4MB,Universal Republic Records,108,147,-1,55
Stars,3475258,THE TOYS,spotify:track:00XqyOkSIiqOygR0kezc4x,What The Duck,13,44,-1,59
State Of Grace (Taylor's Version),48841,Taylor Swift,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,Taylor Swift,189,189,-1,1
Status,2726586,Chilling Sunday,spotify:track:0GTCONVjK4xrB0ZPT1CCNz,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,92,98,-1,68
Stay,377988,BTS,spotify:track:3ndCsZfq8OVwwkz9mmZvUz,BIGHIT MUSIC,38,38,-1,4
Stay Alive (Prod. SUGA of BTS),2102100,Jung Kook,spotify:track:7CAdT0HdiQNlt1C7xk2hep,BIGHIT MUSIC,4,4,-1,16
Stay Around Me,1830139,"mind, 2Ectasy",spotify:track:4T7OcRER8SG3d9fwASDSCo,mind,114,114,-1,10
Stay Gold,1010708,BTS,spotify:track:0UwQTbq7ZtBJ7v530mpaxP,Universal Music LLC,32,32,-1,12
Stay Tonight,107119,CHUNG HA,spotify:track:3As0OA5B06BxLfADvYyG8L,MNH ENTERTAINMENT,134,134,-1,2
Step Back,1555461,GOT the beat,spotify:track:3LCwQoTrdQgHsGJE5gGVqx,SM Entertainment,47,47,-1,16
Sticker,883065,NCT 127,spotify:track:1iGQpclvzonFNzy7Ko89V7,SM Entertainment,14,14,-1,8
Sticky,3418170,KISS OF LIFE,spotify:track:4e1aewX6ATPcdfQIqr7gqO,S2 ENTERTAINMENT INC.,52,52,-1,11
Still,2546611,Jeff Bernat,spotify:track:6sv7ZmasB6qSiF8hWJNpDG,Jeff Bernat,132,132,-1,49
Still Life,767749,BIGBANG,spotify:track:3TSLqZssCoCdDlMhCJ08XW,YG Entertainment,18,18,-1,5
Still Life (with Anderson .Paak),465420,"RM, Anderson .Paak",spotify:track:12hD59WtTU92K1VcCXqLlw,BIGHIT MUSIC,59,59,-1,3
Still Talking,46679,Zom Marie,spotify:track:6Zb0R3ppxLPVDnC5jswc60,Spicy Disc,155,155,-1,1
Still With You,1103679,Jung Kook,spotify:track:0eFMbKCRw8KByXyWBw8WO7,BIGHIT MUSIC,70,70,-1,5
Strange (feat. RM),60978,"Agust D, RM",spotify:track:4KjASaPtCvRJ4YArYpz6je,BIGHIT MUSIC,125,125,-1,1
Strawberries & Cigarettes,17607865,Troye Sivan,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,EMI Recorded Music Australia Pty Ltd,8,55,-1,235
Streets,369167,Doja Cat,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Kemosabe Records/RCA Records,145,145,-1,8
Stuck In The Middle,493020,BABYMONSTER,spotify:track:1Ad4anaX6hJyfZvVDkrKQg,YG Entertainment,76,76,-1,2
Stuck with U (with Justin Bieber),13798841,"Ariana Grande, Justin Bieber",spotify:track:4HBZA5flZLE435QTztThqH,"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",5,5,-1,136
Stupid Love,220144,Lady Gaga,spotify:track:2kJu14V7hbZw3I4K8L8SXb,Interscope,65,65,-1,3
Style,12657976,Taylor Swift,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,"Big Machine Records, LLC",13,13,-1,91
Style (Taylor's Version),500503,Taylor Swift,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,53,53,-1,2
Sucker,1176734,Jonas Brothers,spotify:track:4y3OI86AEP6PQoDE6olYhO,Jonas Brothers Recording,32,32,-1,21
Sugar Rush Ride,1060390,TOMORROW X TOGETHER,spotify:track:0rhI6gvOeCKA502RdJAbfs,Republic Records - TXT,13,13,-1,4
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),383146,"Martin Garrix, Macklemore, Fall Out Boy",spotify:track:7Feaw9WAEREY0DUOSXJLOM,Epic Amsterdam,76,76,-1,9
Summer Fireworks,121065,Mew Suppasit,spotify:track:52IHNTgF1BlxT4VInPy9yA,Mew Suppasit Studio,104,104,-1,2
Summer Hate (Feat. Rain),50945,"ZICO, Rain",spotify:track:0t3Jr6FABrKYLxGgdbco3f,KOZ Entertainment,186,186,-1,1
Summer of Love (Shawn Mendes & Tainy),351763,"Shawn Mendes, Tainy",spotify:track:0z8hI3OPS8ADPWtoCjjLl6,Shawn Mendes LP4-5 PS/ Island,64,64,-1,5
Summertime,59032715,"YEW, LANDOKMAI",spotify:track:0ZcyX8hFV1jdJNWOI8mMXF,YEW,3,3,-1,144
Sunday,121265,Morvasu,spotify:track:1Xrh5j0eauQ8BlGhlkZHZB,What The Duck,100,100,-1,2
Sunday Best,1941517,Surfaces,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,"Surfaces Music / TenThousand Projects, LLC",62,62,-1,25
Sunflower - Spider-Man: Into the Spider-Verse,35490403,"Post Malone, Swae Lee",spotify:track:3KkXRkHbMCARz0aVfEt68P,Universal Records,1,1,-1,236
Sunkissed,26061218,Urworld,spotify:track:52h8p62Jx8KzQynM6heq7n,Urworld,1,1,-1,134
Sunny Side Up!,32504,Red Velvet,spotify:track:5yGTiC0ypN09P4Nl6tE3FY,SM Entertainment,164,164,-1,1
Sunroof,1701485,"Nicky Youre, dazy",spotify:track:4h4QlmocP3IuwYEj2j14p8,Thirty Knots/Columbia,117,117,-1,20
Supalonely,2179847,"BENEE, Gus Dapperton",spotify:track:4nK5YrxbMGZstTLbvj6Gxw,Republic Records,46,46,-1,24
Super,420778,SEVENTEEN,spotify:track:3AOf6YEpxQ894FmrwI9k96,PLEDIS Entertainment,135,135,-1,3
Super Car,141732,SuperM,spotify:track:3PqUAwpVHXr3GOCAL22mfo,SM Entertainment/Capitol Records,59,59,-1,2
Super Freaky Girl,1104307,Nicki Minaj,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Republic Records,78,78,-1,10
Super Shy,15094894,NewJeans,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,ADOR,6,6,-1,44
Super Tuna,18568339,Jin,spotify:track:5EaVikAxSRponyifRP6Fhp,BIGHIT MUSIC,6,6,-1,53
SuperCarCare,11340200,"Tattoo Colour, D Gerrard",spotify:track:2qKXdSbREFW4Py3i7leW0r,Smallroom,5,5,-1,51
Superhuman,278644,NCT 127,spotify:track:4baWaXmm0BFFT3Qe3uSvs9,SM Entertainment,66,66,-1,7
Supernatural,618679,NewJeans,spotify:track:5ocSQW5sIUIOFojwXEz9Ki,ADOR,149,149,-1,3
Supernova,17731997,aespa,spotify:track:4sgMbwl9lXGyHcHmtFYGMm,SM Entertainment,3,3,-1,30
Surfing - feat. Plastic Plastic,307928,"SCRUBB, Plastic Plastic",spotify:track:3oY8TfWLkGJiJ8zcrANX8I,Scrubb,73,73,-1,4
Swalla (feat. Nicki Minaj & Ty Dolla $ign),21628,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",spotify:track:6kex4EBAj0WHXDKZMEJaaF,Beluga Heights/Warner Records,80,184,-1,6
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",215885,Dua Lipa,spotify:track:5600nq7TiBraBX2jobyJ3l,Warner Records,57,57,-1,5
Sweet Night,618973,V,spotify:track:39EXZNMxb4RBHlRjnRaOKp,(주)블렌딩,52,52,-1,8
Sweet Nothing,146703,Taylor Swift,spotify:track:0wavGRldH0AWyu2zvTz8zb,Taylor Swift,92,92,-1,1
Sweet Venom,1480899,ENHYPEN,spotify:track:2YmfV4lAjrAQvuggKCUX6m,BELIFT LAB,11,11,-1,4
Sweet but Psycho,814971,Ava Max,spotify:track:25sgk305KZfyuqVBQIahim,Atlantic Records,79,79,79,35
Sweetest Pie,1950580,"Megan Thee Stallion, Dua Lipa",spotify:track:7mFj0LlWtEJaEigguaWqYh,300 Entertainment,62,62,-1,22
Swervin (feat. 6ix9ine),26907,"A Boogie Wit da Hoodie, 6ix9ine",spotify:track:1wJRveJZLSb1rjhnUHQiv6,Highbridge the Label / Atlantic Records,170,170,-1,1
Swim,2188019,Chase Atlantic,spotify:track:3M0lSi5WW79CXQamgSBIjx,Warner Records,43,43,-1,6
Switch It Up (feat. sokodomo) - Prod. Cha Cha Malone,359051,"JAY B, sokodomo",spotify:track:1m1ho1lkZHAGe7rv5K8Ift,WM Korea,60,60,-1,5
TAP,28261066,TAEYONG,spotify:track:1JxRZB6gjp3nsn2jUIaXMs,SM Entertainment,5,5,-1,46
TASTE ME,63253,LAZ1,spotify:track:18FICq4P4wSMUwHnSKq6UB,GMM Music Public Company Limited,152,152,-1,1
TEEDEE TADA,199536,Diamond Narakorn,spotify:track:4hN87QuWWKwxL6xDxKXsn2,GMM Music Public Company Limited,195,195,-1,1
THANK YOU (ASAHI x HARUTO Unit),226600,TREASURE,spotify:track:41GW9sI7kajNmon5HJGNH9,YG Entertainment,105,105,-1,2
THANOS,150043,Mew Suppasit,spotify:track:024kNTiZs3qbnoLr4c21ac,Mew Suppasit Studio,76,76,-1,2
THATS WHAT I WANT,1060815,Lil Nas X,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,Columbia,37,37,-1,13
THE BADDEST,821276,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",spotify:track:2V4Fx72svQRxrFvNT1eq5f,Riot Games,32,32,-1,9
THE GIRLS (BLACKPINK THE GAME OST),11801487,BLACKPINK,spotify:track:1mFpMoeZfkIqtqW2AfQ8ba,YG Entertainment,3,3,-1,25
THE SCOTTS,580535,"THE SCOTTS, Travis Scott, Kid Cudi",spotify:track:39Yp9wwQiSRIDOvrVg7mbk,Cactus Jack / Epic,64,64,-1,8
THE WAY TO (VOCAL Unit),176991,TREASURE,spotify:track:6Pji5Idoj0t1nkb4X9t7N8,YG Entertainment,130,130,-1,1
THOUSAND MILES,132064,The Kid LAROI,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,Columbia,153,153,-1,2
THURSDAY,117022,GOT7,spotify:track:3v5BOhyPrVQN7PYE6JnY7j,Republic Records - JYP Entertainment,111,111,-1,2
TIID TIIW,643829,"MILLI, Maiyarap, LAZYLOXY, AUTTA, Ben Bizzy, NAMEMT, Blacksheep",spotify:track:6mhahOop13HEXnHSJJUe66,Yupp! Entertainment,57,57,-1,8
TIME OUT,37893,GOT7,spotify:track:4YQKoTs6QESahc7N4OI82A,Republic Records - JYP Entertainment,115,115,-1,1
TIPPY TOE,260532,BamBam,spotify:track:4QZ822qY72CrhhPaJAvQZ0,Abyss Company,148,148,-1,2
TMRW (feat. OG-ANIC & URBOYTJ),1421179,"LAZYLOXY, OG-ANIC, URBOYTJ",spotify:track:7ft1JAnJ3VUEAB2HGaLKP8,Yupp! Entertainment,15,15,-1,19
TOMBOY,3068250,(G)I-DLE,spotify:track:0IGUXY4JbK18bu9oD4mPIm,Cube Entertainment,12,12,-1,26
TOO MUCH,5890596,"The Kid LAROI, Jung Kook, Central Cee",spotify:track:0rKWJnmo6Q0ovoPOLoLm0t,Columbia,2,2,-1,5
TOO YOUNG 2 LOVE,411122,YOUNGOHM,spotify:track:2MDwiy5E60hUKXUSN9ScLH,Youngohm,188,188,-1,3
TOUCH,277388,keshi,spotify:track:7mZ19pGoinaWwanIDq0JTY,Island Records,67,67,-1,3
TOY,29611737,THE TOYS,spotify:track:2YRHRAT0c0g4WIZjsf9clK,What The Duck,22,22,-1,136
TRANSFORMER,1250359,BUS,spotify:track:79gZEEThebUtPiqGLHMupL,SONRAY MUSIC,43,43,-1,4
TRAP U,718401,DICE,spotify:track:5kHdaxW4aC2iTu6rhz7ocV,SONRAY MUSIC,149,149,-1,3
TRUST MY LOVE,39929,GOT7,spotify:track:2A6ipjxIZnIBWj09CPftUG,Republic Records - JYP Entertainment,199,199,-1,1
TRUTH,315679,GOT7,spotify:track:5fHsQ2MSaBD1wId7lGGBaK,WM Korea,96,96,-1,4
TWIT,189778,HWASA,spotify:track:6qyz1KOlGJsKYJ4ZsRmRSD,"RBW, Inc",122,122,-1,7
Take It Easy,256593,BamBam,spotify:track:6QDWGa7lqR8pq67EtzYy0s,Abyss Company,153,153,-1,2
Take Me With You,26963,Polycat,spotify:track:2Ttnds5wFSsr1IXMnHeSO1,Smallroom,162,162,-1,1
Take My Breath,61696,The Weeknd,spotify:track:2vgUijXOTRMnWXDtvgMp2b,XO / Republic Records,155,155,-1,1
Take My Breath - Single Version,587153,The Weeknd,spotify:track:6M3PsepEj5gyJoIi7Xvr7u,XO / Republic Records,26,26,-1,5
Take Off,30890,WayV,spotify:track:1FU3x0eu9cUl3AltO6t2KH,LABEL V,150,150,-1,1
Take Two,13942266,BTS,spotify:track:5IAESfJjmOYu7cHyX557kz,BIGHIT MUSIC,1,1,-1,14
Take What You Want (feat. Ozzy Osbourne & Travis Scott),264538,"Post Malone, Ozzy Osbourne, Travis Scott",spotify:track:7CZyCXKG6d5ALeq41sLzbw,Republic Records,167,167,-1,6
Take Yourself Home,54911,Troye Sivan,spotify:track:6YndZBGmLySgsVScckWkmO,EMI Recorded Music Australia Pty Ltd,113,113,-1,1
Takeaway,687232,"The Chainsmokers, ILLENIUM, Lennon Stella",spotify:track:6wo37KVqFJhtuxPTpLCcfe,Disruptor Records/Columbia,69,69,-1,13
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",601657,"DJ Snake, Selena Gomez, Ozuna, Cardi B",spotify:track:4w8niZpiMy6qz1mntFA5uM,"DJ Snake Music Productions Limited, under exclusive license to Geffen Records",26,74,71,32
Talk,915141,"Khalid, Disclosure",spotify:track:0rTV5WefWd1J3OwIheTzxM,"Right Hand Music Group, LLC/RCA Records",14,14,-1,8
Talk (feat. Disclosure),4645000,"Khalid, Disclosure",spotify:track:6TqXcAFInzjp0bODyvrWEq,"Right Hand Music Group, LLC/RCA Records",10,10,-1,71
Talk that Talk,2144652,TWICE,spotify:track:0kqTXMHiQiB7IECD0WwcPq,Republic Records - TWICE,16,16,-1,13
Talking to the Moon,125059,Bruno Mars,spotify:track:161DnLWsx1i3u1JT05lzqU,Atlantic Records,179,179,-1,3
Tally,6381907,BLACKPINK,spotify:track:0bYVPJvXr8ACmw313cVvhB,YG Entertainment,5,5,-1,37
Tamed-Dashed,299583,ENHYPEN,spotify:track:1zoyteFQmeUUqyOl2Xznpy,BELIFT LAB,88,88,-1,5
Tangerine Love (Favorite),101157,NCT DREAM,spotify:track:3yRdRil3CldYFNS3eYAf1X,SM Entertainment,184,184,-1,1
Taste,7084365,Sabrina Carpenter,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Island Records,28,28,-1,20
Tattoos Together,58413,Lauv,spotify:track:0ycFQvBTfuo1LCdG0HhszL,Lauv,126,126,-1,1
Teach Me How To Love,452603,Shawn Mendes,spotify:track:5LZtB6nxvjIhUoElp3Zqk0,Shawn Mendes LP4-5 PS/ Island,81,81,-1,6
