track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%,clean_track_name,clean_artist_name,youtube_title,youtube_artist,publish_date,views,likes,video_url,youtube_source,clean_title_YT
Dirtytalk,112083,"GUZT, YUNGTARR",spotify:track:2cApw31XNTLlRL7PDKRxX1,GUZT,189,189,-1,1,107.0,A,Major,70,26,44,64,0,12,3,dirtytalk,guztyungtarr,GUZT - DIRTYTALK W/ YUNGTARR (Official Visualizer),GUZT,2023-03-24 12:00:14+00:00,17683738,118870,https://www.youtube.com/watch?v=CKHxv23RrIE,GUZT,guztdirtytalkwyungtarrofficialvisualizer
Dissolve,90980,Joji,spotify:track:4DYKah8mcZf0O4l9Gt7woU,88rising Music,164,164,-1,1,92.0,A#,Major,48,40,39,41,0,13,3,dissolve,joji,Joji - Dissolve,Joji,2022-11-04 04:00:06+00:00,3279472,75356,https://www.youtube.com/watch?v=8RrmAIacu64,Joji,jojidissolve
Ditto,22887390,NewJeans,spotify:track:3r8RuvgbX9s7ammBn07D3W,ADOR,1,1,-1,56,134.0,F#,Minor,81,18,64,3,0,10,11,ditto,newjeans,NewJeans (뉴진스) 'Ditto' Performance Video,NewJeans,2022-12-30 10:00:01+00:00,171596626,1381891,https://www.youtube.com/watch?v=Km71Rr9K-Bw,NewJeans,newjeansdittoperformancevideo
Dive,243379,iKON,spotify:track:0gwKIieG4w3IZHVPb7XGPw,YG Entertainment,51,51,-1,3,124.0,F#,Minor,76,63,74,2,0,4,3,dive,ikon,iKON - '뛰어들게(Dive)' M/V,iKON,2020-02-06 09:00:08+00:00,41663471,1636455,https://www.youtube.com/watch?v=brP5M0o4hi8,iKON,ikondivemv
Dive Into You,717878,NCT DREAM,spotify:track:0z3ZZ2JKusRpapstADTxVf,SM Entertainment,52,52,-1,11,76.0,E,Major,77,58,72,23,0,14,5,diveintoyou,nctdream,NCT DREAM '고래 (Dive Into You)' Live Stage @7DREAM return! 7+맛=Show,NCT DREAM,2021-05-11 12:00:16+00:00,15387837,481813,https://www.youtube.com/watch?v=uCFtLfpQwt4,NCT DREAM,nctdreamdiveintoyoulivestage7dreamreturn7show
Do It Like That,626499,"TOMORROW X TOGETHER, Jonas Brothers",spotify:track:7kaFsQygyiCqRboWCXztxZ,Republic Records - TXT,75,75,-1,3,120.0,F,Minor,77,84,92,1,0,33,5,doitlikethat,tomorrowxtogetherjonasbrothers,"TXT (투모로우바이투게더), Jonas Brothers 'Do It Like That' Official MV",HYBE LABELS,2023-07-07 04:00:03+00:00,61918422,1365213,https://www.youtube.com/watch?v=C0EYKxF1oTI,HYBE LABELS,txtjonasbrothersdoitlikethatofficialmv
Do You,4131901,"F.HERO, BamBam",spotify:track:1twPdRa1Hm8t0j0kECqZ1n,What The Duck,2,2,-1,25,140.0,A#,Major,84,53,68,8,0,8,11,doyou,fherobambam,"Coming Home (Sung by TAEIL, DOYOUNG, JAEHYUN, HAECHAN)",NCT - Topic,2019-12-13 09:05:50+00:00,64385,1686,https://www.youtube.com/watch?v=x1oqfdKYTQQ,NCT - Topic,cominghomesungbytaeildoyoungjaehyunhaechan
Do You Mean,146753,"The Chainsmokers, Ty Dolla $ign, bülow",spotify:track:5MvLsT03RBp67RLoeISCdl,Disruptor Records/Columbia,144,144,-1,5,100.0,B,Major,36,55,66,13,0,11,6,doyoumean,thechainsmokerstydollaignblow,"The Chainsmokers - Do You Mean (Lyric Video) ft. Ty Dolla $ign, bülow",ChainsmokersVEVO,2019-04-26 14:00:06+00:00,16585647,251388,https://www.youtube.com/watch?v=p_vSh1DUsD4,ChainsmokersVEVO,thechainsmokersdoyoumeanlyricvideofttydollaignblow
Domino,47196,WayV,spotify:track:6SmfBvW4JgsoZPhagI0N3L,LABEL V,196,196,-1,1,90.0,A,Major,65,32,68,2,0,12,5,domino,wayv,Domino 多米诺,WayV - Topic,2020-06-09 08:56:10+00:00,1688592,46745,https://www.youtube.com/watch?v=H0_HrmPljVU,WayV - Topic,domino
Don't Call Me Up,345863,Mabel,spotify:track:5WHTFyqSii0lmT9R21abT8,Polydor Records,83,83,-1,10,99.0,A,Major,67,23,88,30,0,8,15,dontcallmeup,mabel,Mabel - Don't Call Me Up (Official Video),MabelVEVO,2019-01-18 07:58:18+00:00,362162822,2503782,https://www.youtube.com/watch?v=9TQKyDD9Yig,MabelVEVO,mabeldontcallmeupofficialvideo
Don't Care About Me,305991,GOT7,spotify:track:1Sy1ZJBwL22SG1QGwkmwqC,WM Korea,101,101,-1,4,83.0,C,Minor,65,58,80,1,0,30,5,dontcareaboutme,got7,Don't Care About Me,GOT7 - Topic,2022-05-23 09:03:32+00:00,1692787,28351,https://www.youtube.com/watch?v=EyckZ6i5KKc,GOT7 - Topic,dontcareaboutme
Don't Go Yet,86794,Camila Cabello,spotify:track:1058fW9H3fZA6QjYCdOBad,Epic,159,159,-1,2,110.0,A#,Minor,67,61,80,5,0,4,10,dontgoyet,camilacabello,Camila Cabello - Don't Go Yet (Official Video),CamilaCabelloVEVO,2021-07-30 19:33:16+00:00,130515272,1156569,https://www.youtube.com/watch?v=0Kx3sobEBFE,CamilaCabelloVEVO,camilacabellodontgoyetofficialvideo
Don't Know What To Do,4015257,BLACKPINK,spotify:track:1TaQciB8qqRZ9fxWGhS65X,YG Entertainment,2,2,-1,52,130.0,F#,Minor,63,41,64,10,0,14,5,dontknowwhattodo,blackpink,BLACKPINK - 'Don't Know What To Do' DANCE PRACTICE VIDEO (MOVING VER.),BLACKPINK,2019-04-16 00:00:01+00:00,342206718,4450793,https://www.youtube.com/watch?v=bqzDuRz_P7g,BLACKPINK,blackpinkdontknowwhattododancepracticevideomovingver
Don't Leave Me Alone,318837,GOT7,spotify:track:4fMQoUbHEDQuunJiYbLXpL,WM Korea,100,100,-1,4,88.0,G,Major,62,47,81,4,0,47,3,dontleavemealone,got7,Don't Leave Me Alone,GOT7 - Topic,2022-05-23 09:07:27+00:00,3695424,43755,https://www.youtube.com/watch?v=h5f7MqgUhHQ,GOT7 - Topic,dontleavemealone
Don't Start Now,5457589,Dua Lipa,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Warner Records,14,14,-1,58,124.0,B,Minor,79,68,79,1,0,10,8,dontstartnow,dualipa,Dua Lipa - Don't Start Now (Official Music Video),Dua Lipa,2019-11-01 13:00:11+00:00,728612412,7127174,https://www.youtube.com/watch?v=oygrmJFKYZY,Dua Lipa,dualipadontstartnowofficialmusicvideo
Don't Worry Bout Me,52980,Zara Larsson,spotify:track:507tQXutCPYNFkpOq8tmKF,Epic/Record Company TEN,164,164,-1,2,125.0,F,Major,75,33,71,8,0,13,6,dontworryboutme,zaralarsson,Zara Larsson - Don't Worry Bout Me (Official Music Video),ZaraLarssonMusicVEVO,2019-04-26 04:00:02+00:00,31948328,460070,https://www.youtube.com/watch?v=LOUgsAmD51s,ZaraLarssonMusicVEVO,zaralarssondontworryboutmeofficialmusicvideo
Don't ever say love me (feat. RM of BTS),3910678,"Colde, RM",spotify:track:34o6gteNy2T5rieA0xYAgo,WAVY,1,1,-1,5,145.0,B,Minor,54,21,45,35,0,37,5,donteversaylovemefeatrmofbts,colderm,Colde 콜드 - 다시는 사랑한다 말하지 마 Don’t ever say love me (Feat. RM of BTS),콜드 Colde,2023-05-29 12:00:12+00:00,8399925,558755,https://www.youtube.com/watch?v=1fHEnbSP48U,콜드 Colde,coldedonteversaylovemefeatrmofbts
Don't fight the feeling,464215,EXO,spotify:track:42fR3oINF3KfXCDtheoNiY,SM Entertainment,34,34,-1,4,128.0,A,Minor,71,83,84,6,0,10,12,dontfightthefeeling,exo,EXO 엑소 'Don't fight the feeling' MV,SMTOWN,2021-06-07 09:00:02+00:00,115252815,4765128,https://www.youtube.com/watch?v=2IkoKhr6Tss,SMTOWN,exodontfightthefeelingmv
Don’t Need Your Love,377204,"NCT DREAM, HRVY",spotify:track:7oEm5Q1virEUB9H0XjWZzF,SM Entertainment,44,44,-1,8,160.0,G,Major,62,77,88,6,0,10,8,dontneedyourlove,nctdreamhrvy,[STATION 3] NCT DREAM X HRVY 'Don't Need Your Love' MV,SMTOWN,2019-06-06 09:00:00+00:00,38874981,1557011,https://www.youtube.com/watch?v=ESVsbCkFvG4,SMTOWN,station3nctdreamxhrvydontneedyourlovemv
Dopamine - GISELLE Solo,298701,aespa,spotify:track:6pIuPm3u7QgUFAX1V0D9wY,SM Entertainment,86,86,-1,1,142.0,A,Minor,61,11,62,1,0,7,5,dopaminegisellesolo,aespa,Dopamine (GISELLE Solo),aespa - Topic,2024-10-09 09:01:21+00:00,5612600,88733,https://www.youtube.com/watch?v=hz4kvS7_iR8,aespa - Topic,dopaminegisellesolo
Down Bad,509632,Taylor Swift,spotify:track:2F3N9tdombb64aW6VtZOdo,Taylor Swift,77,77,-1,2,160.0,B,Major,55,18,36,55,0,10,8,downbad,taylorswift,Taylor Swift - Down Bad (Official Lyric Video),Taylor Swift,2024-04-20 00:00:12+00:00,26502941,166268,https://www.youtube.com/watch?v=EVbtjaWXQVg,Taylor Swift,taylorswiftdownbadofficiallyricvideo
Drama,11359655,aespa,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,SM Entertainment / Warner Records,4,4,-1,32,131.0,F#,Minor,64,38,87,16,0,36,4,drama,aespa,aespa 에스파 'Drama' MV,SMTOWN,2023-11-10 04:59:09+00:00,218452274,2117742,https://www.youtube.com/watch?v=D8VEhcPeSlc,SMTOWN,aespadramamv
Dream For You,42385,PRODUCE X 101,spotify:track:3UAN2dm5SAb0lM78jeLhcb,Genie Music Corporation,147,147,-1,1,87.0,G,Major,55,17,69,8,0,40,5,dreamforyou,producex101,PRODUCE X 101 - 'DREAM FOR YOU' ( 꿈을 꾼다) Lyrics [Color Coded_Han_Rom_Eng],Zaty Farhani,2019-07-20 05:38:56+00:00,2940096,41690,https://www.youtube.com/watch?v=Tqi9OPVSGlE,Zaty Farhani,producex101dreamforyoulyricscolorcodedhanromeng
Dream Glow (BTS World Original Soundtrack) (Pt. 1),580639,"BTS, Charli xcx",spotify:track:4c1WgUnHXq2LEncGHKgj1I,BIGHIT MUSIC,5,5,-1,7,142.0,C,Minor,74,54,74,10,0,10,5,dreamglowbtsworldoriginalsoundtrackpt1,btscharlixcx,Dream Glow (BTS World Original Soundtrack) (Pt. 1),BTS - Topic,2023-07-01 04:00:26+00:00,1487339,53778,https://www.youtube.com/watch?v=ygPDo-aFW_k,BTS - Topic,dreamglowbtsworldoriginalsoundtrackpt1
Dream Launch,27919,WayV,spotify:track:6Vg2Y5ETpGdhMYpSESjIzN,LABEL V,126,126,-1,1,93.0,F#,Minor,72,51,78,2,0,13,4,dreamlaunch,wayv,WayV 威神V '梦想发射计划 (Dream Launch)' MV,SMTOWN,2019-01-24 11:00:04+00:00,7013280,501541,https://www.youtube.com/watch?v=jxKIOhAwrik,SMTOWN,wayvvdreamlaunchmv
Dreamer,95450,NCT 127,spotify:track:2dGQn6Dqb5PPLqtbmvfcFf,SM Entertainment,81,81,-1,1,109.0,F,Minor,84,91,76,29,0,4,11,dreamer,nct127,NCT 127 엔시티 127 'Dreamer' Track Video #1,NCT 127,2021-09-03 15:00:33+00:00,2503408,334203,https://www.youtube.com/watch?v=p6v5lsdE88U,NCT 127,nct127127dreamertrackvideo1
Dreams Come True,2469212,aespa,spotify:track:6rVCUwfnuYTAsX4P9fIdIu,SM Entertainment,17,17,-1,20,99.0,C,Major,69,57,90,7,0,31,6,dreamscometrue,aespa,[STATION] aespa 에스파 'Dreams Come True' MV,SMTOWN,2021-12-20 09:00:08+00:00,117634562,1908450,https://www.youtube.com/watch?v=H69tJmsgd9I,SMTOWN,stationaespadreamscometruemv
Drive Me To The Moon,232951,GOT7,spotify:track:3Cvk6D9zA67WnPtKCa4ZZ0,WM Korea,105,105,-1,3,109.0,D#,Major,69,96,92,11,0,8,5,drivemetothemoon,got7,Drive Me To The Moon,GOT7 - Topic,2022-05-23 09:08:49+00:00,1562719,29914,https://www.youtube.com/watch?v=8UpilXJkhNE,GOT7 - Topic,drivemetothemoon
Drive You Home,138400,"Jackson Wang, Internet Money",spotify:track:7uidJM7xBikobIitpHQKZ4,88rising Music,80,80,-1,2,96.0,C#,Major,65,21,68,9,0,11,4,driveyouhome,jacksonwanginternetmoney,"Jackson Wang, Internet Money - Drive You Home (Official Music Video)",Jackson Wang,2021-07-29 04:00:11+00:00,30790874,735004,https://www.youtube.com/watch?v=NOdDeqv2QIM,Jackson Wang,jacksonwanginternetmoneydriveyouhomeofficialmusicvideo
Drugs & The Internet,484351,Lauv,spotify:track:4SHhui9S7lFYGHXikfneGo,Lauv,30,30,-1,8,89.0,D,Major,47,24,55,36,0,33,13,drugstheinternet,lauv,Lauv - Drugs & The Internet [Official Video],Lauv,2019-04-29 17:32:27+00:00,7538414,184230,https://www.youtube.com/watch?v=W775nQuxOwY,Lauv,lauvdrugstheinternetofficialvideo
Drunk Sleeping In Taxis,53278,Valentina Ploy,spotify:track:6JsTJ7ScTRdqz2yotO5aNe,What The Duck,159,159,-1,1,127.0,D,Major,54,19,42,91,0,12,5,drunksleepingintaxis,valentinaploy,Valentina Ploy - Drunk Sleeping In Taxis [Official MV],Whattheduck,2021-09-30 12:00:14+00:00,73839,2347,https://www.youtube.com/watch?v=p6Ar4YVTAZs,Whattheduck,valentinaploydrunksleepingintaxisofficialmv
Drunk-Dazed,184866,ENHYPEN,spotify:track:1wcr8DjnN59Awev8nnKpQ4,BELIFT LAB,121,121,-1,4,133.0,F,Minor,60,45,87,0,0,9,6,drunkdazed,enhypen,ENHYPEN (엔하이픈) 'Drunk-Dazed' Official MV,HYBE LABELS,2021-04-26 08:59:16+00:00,144235650,4415250,https://www.youtube.com/watch?v=Fc7-Oe0tj5k,HYBE LABELS,enhypendrunkdazedofficialmv
Dumhdurum,240302,Apink,spotify:track:2ljLbFotsy2hFxAkjpsfbb,PLAY M ENTERTAINMENT CORP.,80,80,-1,4,115.0,G#,Minor,65,69,92,14,0,14,6,dumhdurum,apink,Apink 에이핑크 덤더럼(Dumhdurum) Music Video Official,Apink (에이핑크),2020-04-13 09:00:01+00:00,45301261,752915,https://www.youtube.com/watch?v=WqzTRK5GPWQ,Apink (에이핑크),apinkdumhdurummusicvideoofficial
Dun Dun Dance,204039,OH MY GIRL,spotify:track:54HsCR7lJJdwxmEnTY1JfF,WM ENTERTAINMENT INC.,95,95,-1,4,115.0,C#,Minor,66,74,96,17,0,23,8,dundundance,ohmygirl,(MV)오마이걸(OH MY GIRL)_Dun Dun Dance,OH MY GIRL,2021-05-10 09:00:02+00:00,60265817,823924,https://www.youtube.com/watch?v=HzOjwL7IP_o,OH MY GIRL,mvohmygirldundundance
Dynamite,15785214,BTS,spotify:track:4saklk6nie3yiGePpBwUoc,BIGHIT MUSIC,1,1,-1,101,114.0,F#,Minor,75,74,76,1,0,9,10,dynamite,bts,BTS (방탄소년단) 'Dynamite' Official MV,HYBE LABELS,2020-08-21 03:58:10+00:00,1915385148,38005784,https://www.youtube.com/watch?v=gdZLi9oWNZg,HYBE LABELS,btsdynamiteofficialmv
Dynamite (Instrumental),73617,BTS,spotify:track:6QBZlIxCB2lAPU2bM1ut1p,BIGHIT MUSIC,110,110,-1,1,114.0,B,Major,86,62,66,1,80,4,5,dynamiteinstrumental,bts,BTS - Dynamite (Instrumental),Ilan Nah,2020-08-21 04:39:24+00:00,835560,13672,https://www.youtube.com/watch?v=PQSBWPoIeCY,Ilan Nah,btsdynamiteinstrumental
Déjà Vu,135108,NCT DREAM,spotify:track:1fFcWSwHHYdrNlDIJWNT0R,SM Entertainment,116,116,-1,2,172.0,C#,Major,44,42,88,8,0,12,18,djvu,nctdream,NCT DREAM 엔시티 드림 '무대로 (Déjà Vu;舞代路)' Track Video,NCT,2020-10-08 09:03:54+00:00,25350137,988966,https://www.youtube.com/watch?v=QyKe4VXDx5I,NCT,nctdreamdjvutrackvideo
EARFQUAKE,169604,"Tyler, The Creator",spotify:track:5hVghJ4KaYES3BFUATCYn0,Columbia,91,91,-1,5,80.0,A,Major,55,41,50,23,0,80,7,earfquake,tylerthecreator,EARFQUAKE,"Tyler, The Creator",2019-05-17 18:28:45+00:00,160750081,3113189,https://www.youtube.com/watch?v=HmAsUQEFYGI,"Tyler, The Creator",earfquake
EASY,3142461,LE SSERAFIM,spotify:track:2O4Bb2WCkjlTPO827OnBMI,SOURCE MUSIC,52,52,-1,13,165.0,C,Major,74,60,70,19,0,11,5,easy,lesserafim,LE SSERAFIM (르세라핌) 'EASY' OFFICIAL MV,HYBE LABELS,2024-02-19 08:58:08+00:00,104047009,1398857,https://www.youtube.com/watch?v=bNKXxwOQYB8,HYBE LABELS,lesserafimeasyofficialmv
ECLIPSE,226792,GOT7,spotify:track:3FoiMgXMrO3D5FeJuotKyZ,Republic Records - JYP Entertainment,56,56,-1,5,160.0,C#,Minor,60,53,89,4,0,32,14,eclipse,got7,"GOT7 ""ECLIPSE"" M/V",JYP Entertainment,2019-05-20 09:00:00+00:00,60479326,1621805,https://www.youtube.com/watch?v=6tl-MG38-0E,JYP Entertainment,got7eclipsemv
ELEVEN,4488981,IVE,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,STARSHIP Entertainment,8,8,-1,33,120.0,A,Major,83,59,73,6,0,5,11,eleven,ive,IVE 아이브 'ELEVEN' MV,STARSHIP,2021-12-01 09:00:03+00:00,239755024,2874270,https://www.youtube.com/watch?v=--FmExEAsM8,STARSHIP,iveelevenmv
ESCAPE PLAN,53812,Travis Scott,spotify:track:4R67rQNSbbsR4TdUVOIdez,Cactus Jack/Epic,157,157,-1,1,154.0,F,Minor,84,44,51,0,0,13,13,escapeplan,travisscott,Travis Scott - ESCAPE PLAN (Official Music Video),TravisScottVEVO,2021-11-05 19:00:10+00:00,31766430,642863,https://www.youtube.com/watch?v=KPz33BLkvho,TravisScottVEVO,travisscottescapeplanofficialmusicvideo
ETA,2386942,NewJeans,spotify:track:56v8WEnGzLByGsDAXDiv4d,ADOR,21,21,-1,10,135.0,A#,Minor,81,84,75,11,0,6,4,eta,newjeans,Taylor Swift - Blank Space (Taylor's Version) (Lyric Video),TaylorSwiftVEVO,2023-10-27 04:00:32+00:00,20411376,315216,https://www.youtube.com/watch?v=gir8BEqAutk,TaylorSwiftVEVO,taylorswiftblankspacetaylorsversionlyricvideo
Earth,139186,Lil Dicky,spotify:track:2S1LebN6AXXQqJolBxlWgO,Commission/BMG,99,99,-1,4,96.0,D,Major,69,68,66,64,0,9,5,earth,lildicky,Lil Dicky - Earth (Official Music Video),Lil Dicky,2019-04-19 03:57:44+00:00,446997536,12116436,https://www.youtube.com/watch?v=pvuN_WvF1to,Lil Dicky,lildickyearthofficialmusicvideo
Easier,550577,5 Seconds of Summer,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds Of Summer/Interscope,62,62,-1,12,176.0,F,Major,56,62,46,48,0,11,26,easier,5secondsofsummer,5 Seconds of Summer - Easier,5SOSVEVO,2019-05-23 11:58:15+00:00,69131880,1165058,https://www.youtube.com/watch?v=b1dFSWLJ9wY,5SOSVEVO,5secondsofsummereasier
Easy,433114,Camila Cabello,spotify:track:46D0hYb1B7qiU33VtXt21W,Syco Music/Epic,103,103,-1,4,128.0,E,Minor,57,36,59,41,0,10,5,easy,camilacabello,LE SSERAFIM (르세라핌) 'EASY' OFFICIAL MV,HYBE LABELS,2024-02-19 08:58:08+00:00,104047009,1398857,https://www.youtube.com/watch?v=bNKXxwOQYB8,HYBE LABELS,lesserafimeasyofficialmv
Easy On Me,4564829,Adele,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,Columbia,3,3,-1,29,142.0,F,Major,60,13,37,58,0,13,3,easyonme,adele,Adele - Easy On Me (Official Video),AdeleVEVO,2021-10-14 23:00:11+00:00,396611176,7019896,https://www.youtube.com/watch?v=U3ASj1L6_sY,AdeleVEVO,adeleeasyonmeofficialvideo
Either Way,138312,IVE,spotify:track:3jxFmvoG55Cwv0JJBzRPce,Starship Entertainment,200,200,-1,1,123.0,G#,Minor,70,39,59,46,0,24,5,eitherway,ive,IVE 아이브 'Either Way’ MV,STARSHIP,2023-09-25 09:00:04+00:00,33667883,788152,https://www.youtube.com/watch?v=_Hu4GYtye5U,STARSHIP,iveeitherwaymv
Elevator (127F),177874,NCT 127,spotify:track:2Go7eMyOdfKqKOC4x32RYt,SM Entertainment,49,49,-1,2,104.0,E,Minor,73,59,70,10,0,40,5,elevator127f,nct127,NCT 127 「Neo Zone」 'Elevator (127F)' #1 (Official Audio),NCT 127,2020-03-06 09:00:29+00:00,2987234,109589,https://www.youtube.com/watch?v=9VyUD_tBYq4,NCT 127,nct127neozoneelevator127f1officialaudio
Eleven,48672,Khalid,spotify:track:1ToprX3cpBiXoAe5eNSk74,"Right Hand Music Group, LLC/RCA Records",169,169,-1,1,129.0,E,Minor,70,12,40,11,2,22,12,eleven,khalid,IVE 아이브 'ELEVEN' MV,STARSHIP,2021-12-01 09:00:03+00:00,239755024,2874270,https://www.youtube.com/watch?v=--FmExEAsM8,STARSHIP,iveelevenmv
Embrace It,392465,Ndotz,spotify:track:0io16MKpbeDIdYzmGpQaES,Isekai Records,180,180,-1,2,115.0,C#,Major,88,79,64,48,0,6,6,embraceit,ndotz,Ndotz - Embrace It,BROKE,2024-08-31 19:54:02+00:00,16669738,234552,https://www.youtube.com/watch?v=48lhqX3jpKY,BROKE,ndotzembraceit
Enchanted (Taylor's Version),150253,Taylor Swift,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,166,166,-1,1,82.0,G#,Major,50,22,53,1,0,15,3,enchantedtaylorsversion,taylorswift,Taylor Swift - Enchanted (Taylor's Version) (Lyric Video),TaylorSwiftVEVO,2023-07-07 04:00:21+00:00,59177291,693394,https://www.youtube.com/watch?v=igIfiqqVHtA,TaylorSwiftVEVO,taylorswiftenchantedtaylorsversionlyricvideo
Encore,411262,GOT7,spotify:track:2mf9FitEJnH6mcUU6y0Hkw,WM Korea,39,39,-1,4,174.0,D,Major,49,26,76,4,0,89,4,encore,got7,BLACKPINK - DDU DU DDU DU REMIX (ENCORE) [DVD TOKYO DOME 2020],sooyammy,2020-05-09 09:54:55+00:00,60790538,782928,https://www.youtube.com/watch?v=EaWyG6vt7do,sooyammy,blackpinkddududduduremixencoredvdtokyodome2020
End of Beginning,6537039,Djo,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,70,70,-1,27,160.0,D,Major,69,91,45,4,0,7,6,endofbeginning,djo,Djo - End Of Beginning (Lyrics),Dan Music,2024-02-27 13:55:19+00:00,66242307,413723,https://www.youtube.com/watch?v=B3Z4XGAxJB0,Dan Music,djoendofbeginninglyrics
Escape,737833,Moving and Cut,spotify:track:3QNcZFnVawSjecRnWDd15O,Moving And Cut,32,154,-1,40,154.0,C#,Minor,52,37,69,8,1,18,3,escape,movingandcut,Travis Scott - ESCAPE PLAN (Official Music Video),TravisScottVEVO,2021-11-05 19:00:10+00:00,31766430,642863,https://www.youtube.com/watch?v=KPz33BLkvho,TravisScottVEVO,travisscottescapeplanofficialmusicvideo
Escapism.,821869,"RAYE, 070 Shake",spotify:track:5mHdCZtVyb4DcJw8799hZp,Human Re Sources,155,155,-1,7,96.0,D,Major,54,25,74,14,0,9,11,escapism,raye070shake,"RAYE, 070 Shake - Escapism. (Official Music Video)",RayeVEVO,2022-11-09 17:00:11+00:00,175358147,1556123,https://www.youtube.com/watch?v=Dll6VJ2C7wo,RayeVEVO,raye070shakeescapismofficialmusicvideo
Espresso,20025063,Sabrina Carpenter,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Island Records,17,17,-1,39,104.0,C,Major,70,66,77,13,0,20,3,espresso,sabrinacarpenter,Sabrina Carpenter - Espresso (Official Video),SabrinaCarpenterVEVO,2024-04-12 14:00:07+00:00,299303303,2869481,https://www.youtube.com/watch?v=eVli-tstM5E,SabrinaCarpenterVEVO,sabrinacarpenterespressoofficialvideo
Every Summertime,6857870,NIKI,spotify:track:68HocO7fx9z0MgDU0ZPHro,"MARVEL/Hollywood Records, Inc./Interscope Records",8,8,-1,44,79.0,F#,Major,63,72,68,39,0,10,4,everysummertime,niki,NIKI - Every Summertime (Visualizer),NIKI,2021-08-10 06:07:04+00:00,48915948,559764,https://www.youtube.com/watch?v=OXtZfPZIex4,NIKI,nikieverysummertimevisualizer
Everyone Else Fades,1075570,Mark Tuan,spotify:track:7ACUsvZmitu4pX7dQk3Ntp,DREAMERS N ACHIEVERS,33,33,-1,5,160.0,G,Major,60,43,72,43,1,12,3,everyoneelsefades,marktuan,Mark Tuan - Everyone Else Fades (Official Music Video),Mark Tuan,2023-09-01 04:00:11+00:00,4503464,152015,https://www.youtube.com/watch?v=S9EQvgy8hRo,Mark Tuan,marktuaneveryoneelsefadesofficialmusicvideo
Extraordinary,35658425,Anatomy Rabbit,spotify:track:19CoWVqDyUbiqxoyMf4HkJ,Anatomy Rabbit,1,1,-1,205,160.0,E,Minor,58,57,54,22,0,29,4,extraordinary,anatomyrabbit,ANATOMY RABBIT - ธรรมดาแสนพิเศษ | Extraordinary (Official Audio),Anatomy Rabbit,2020-12-08 09:45:01+00:00,107627208,684437,https://www.youtube.com/watch?v=h2VIUdst5y4,Anatomy Rabbit,anatomyrabbitธรรมดาแสนพิเศษextraordinaryofficialaudio
FANCY,3147299,TWICE,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,Republic Records - TWICE,10,10,-1,57,132.0,F,Minor,70,78,87,1,0,63,4,fancy,twice,"TWICE ""FANCY"" M/V",JYP Entertainment,2019-04-22 08:59:58+00:00,651566001,6457711,https://www.youtube.com/watch?v=kOHB85vDuow,JYP Entertainment,twicefancymv
FEARLESS,4562605,LE SSERAFIM,spotify:track:296nXCOv97WJNRWzIBQnoj,SOURCE MUSIC,8,8,-1,35,104.0,G,Major,86,43,62,5,0,13,14,fearless,lesserafim,LE SSERAFIM 르세라핌 Blue Flame @ LE SSERAFIM DEBUT SHOWCASE FEARLESS,LE SSERAFIM,2022-05-03 14:00:22+00:00,14728381,288772,https://www.youtube.com/watch?v=Hqvdr91LoSI,LE SSERAFIM,lesserafimblueflamelesserafimdebutshowcasefearless
FEVER,3248709,ENHYPEN,spotify:track:0UzymivvUH5s8z4PeWZJaK,BELIFT LAB,54,54,-1,41,73.0,F#,Minor,60,47,71,6,0,14,6,fever,enhypen,ENHYPEN (엔하이픈) 'FEVER' Official MV,HYBE LABELS,2021-05-19 15:00:00+00:00,122731019,4139266,https://www.youtube.com/watch?v=X7d6Dt17yHk,HYBE LABELS,enhypenfeverofficialmv
FIESTA,807360,IZ*ONE,spotify:track:71vPAjlG1x606483GTJNhY,"Genie Music Corporation, Stone Music Entertainment",53,53,-1,10,123.0,G,Major,76,72,93,6,0,34,6,fiesta,izone,IZ*ONE (아이즈원) - 'FIESTA' MV,Stone Music Entertainment,2020-02-17 09:00:06+00:00,116601220,1440415,https://www.youtube.com/watch?v=eDEFolvLn0A,Stone Music Entertainment,izonefiestamv
FIRE BOY,14599921,PP Krit,spotify:track:14XYtNNyCUGtG9quMgazIS,PP Krit Entertainment,2,2,-1,45,106.0,F#,Major,76,85,47,7,0,8,7,fireboy,ppkrit,PP Krit - FIRE BOY [Official MV],PP Krit Entertainment,2022-11-03 01:00:08+00:00,35811923,206062,https://www.youtube.com/watch?v=NvBHCtMb5u8,PP Krit Entertainment,ppkritfireboyofficialmv
